pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,SA,L 90-129,,,,,,,4.36,97.8,-1.4,1,65,2018-12-19
G,John WallOWshPG,@Hou,L 118-136,39,4,12,2,0,18,,55.3,+2.2,1,65,2018-12-19
G,Eric BledsoeMilPG,NO,W 123-115,24,6,4,0,0,9,3.63,96.5,0.0,1,65,2018-12-19
G,De'Aaron FoxSacPG,OKC,L 113-132,37,3,12,2,2,28,8.07,97.3,-1.0,1,65,2018-12-19
F,"Giannis AntetokounmpoMilPF, SF",NO,W 123-115,34,8,8,2,1,25,4.84,99.8,-0.1,1,65,2018-12-19
F,"Serge IbakaTorPF, C",Ind,W 99-96,,,,,,,3.34,85.3,-3.2,1,65,2018-12-19
F,"Wendell Carter Jr.OChiPF, C",Bkn,L 93-96,24,5,2,1,1,9,-5.20,48.4,+1.0,1,65,2018-12-19
UTIL,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,65,2018-12-19
UTIL,Ricky RubioOMinPG,Det,L 123-129,31,5,10,0,0,3,-0.97,80.4,-4.9,1,65,2018-12-19
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,65,2018-12-19
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,65,2018-12-19
Bench,Kent BazemoreAtlSG,,,,,,,,,-0.04,13.7,-1.5,1,65,2018-12-19
Bench,DeMarcus CousinsSacC,OKC,L 113-132,,,,,,,8.77,90.4,-3.7,1,65,2018-12-19
C,Andre DrummondDetC,@Min,W 129-123,42,16,2,1,1,16,18.90,99.7,0.0,2,65,2018-12-19
G,Stephen CurryGSPG,@Utah,L 103-108,37,3,3,3,1,32,8.07,99.8,-0.1,2,65,2018-12-19
G,Kemba WalkerChaPG,Cle,W 110-99,38,3,6,2,1,30,7.08,99.9,0.0,2,65,2018-12-19
G,"Devin BookerOPhxSG, PG",@Bos,W 111-103,37,5,8,1,2,25,1.12,84.7,-14.3,2,65,2018-12-19
F,"Kevin DurantGSSF, PF",@Utah,L 103-108,36,7,2,0,1,30,7.33,99.9,0.0,2,65,2018-12-19
F,Paul GeorgeDTDOKCSF,@Sac,W 132-113,38,12,7,0,0,43,8.72,99.8,-0.1,2,65,2018-12-19
F,Lauri MarkkanenChiPF,Bkn,L 93-96,33,6,2,0,0,8,,69.4,-1.4,2,65,2018-12-19
UTIL,Myles TurnerIndC,@Tor,L 96-99,26,14,1,1,5,10,6.53,88.1,-3.3,2,65,2018-12-19
UTIL,Robert CovingtonOMinSF,Det,L 123-129,37,6,2,1,1,22,,25.4,-1.4,2,65,2018-12-19
UTIL,"D'Angelo RussellBknPG, SG",@Chi,W 96-93,31,3,3,0,0,13,6.30,98.6,+0.2,2,65,2018-12-19
Bench,Deandre AytonOPhxC,@Bos,W 111-103,32,18,0,1,0,23,-2.35,84.9,-7.1,2,65,2018-12-19
Bench,Klay ThompsonGSSG,@Utah,L 103-108,37,6,3,3,1,12,1.34,97.9,-1.5,2,65,2018-12-19
Bench,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,65,2018-12-19
C,Karl-Anthony TownsMinC,Det,L 123-129,41,8,2,1,3,16,5.61,99.8,-0.1,3,65,2018-12-19
G,Russell WestbrookOKCPG,@Sac,W 132-113,35,11,17,6,0,19,15.16,99.9,0.0,3,65,2018-12-19
G,Chris PaulHouPG,Wsh,W 136-118,28,2,8,2,1,21,7.78,97.8,-1.2,3,65,2018-12-19
G,Bradley BealWshSG,@Hou,L 118-136,39,3,7,2,1,28,4.70,98.1,-1.7,3,65,2018-12-19
F,"LaMarcus AldridgeSAPF, C",@Orl,W 129-90,26,3,4,2,0,20,6.85,99.7,-0.1,3,65,2018-12-19
F,Aaron GordonOrlPF,SA,L 90-129,31,9,7,0,0,12,5.90,95.8,+0.1,3,65,2018-12-19
F,"Draymond GreenDTDGSPF, C",@Utah,L 103-108,37,12,1,2,0,8,10.19,95.3,-1.2,3,65,2018-12-19
UTIL,"Khris MiddletonMilSF, SG",NO,W 123-115,33,5,5,2,0,14,1.81,98.9,+0.5,3,65,2018-12-19
UTIL,Rudy GobertDTDUtahC,GS,W 108-103,32,15,1,0,4,17,11.36,97.7,-1.2,3,65,2018-12-19
UTIL,Mike ConleyOMemPG,@Por,L 92-99,37,4,6,0,1,23,-2.26,87.3,-9.2,3,65,2018-12-19
Bench,Zach LaVineOChiSG,Bkn,L 93-96,,,,,,,,80.6,-4.6,3,65,2018-12-19
Bench,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,3,65,2018-12-19
Bench,"Montrezl HarrellLACC, PF",,,,,,,,,3.59,89.7,-1.4,3,65,2018-12-19
C,Joel EmbiidDTDPhiC,NY,W 131-109,26,10,3,0,1,24,3.83,99.7,0.0,4,65,2018-12-19
G,"James HardenHouSG, PG",Wsh,W 136-118,34,3,9,2,0,35,9.59,99.8,-0.1,4,65,2018-12-19
G,Victor OladipoOIndSG,@Tor,L 96-99,36,2,4,0,0,20,,53.3,+2.0,4,65,2018-12-19
G,Kyle LowryTorPG,Ind,W 99-96,,,,,,,4.23,97.1,-1.6,4,65,2018-12-19
F,"DeMar DeRozanSASG, SF",@Orl,W 129-90,30,7,6,1,0,17,5.87,99.7,-0.1,4,65,2018-12-19
F,"Jayson TatumBosSF, PF",Phx,L 103-111,36,8,0,1,4,18,1.38,93.8,-4.2,4,65,2018-12-19
F,"Domantas SabonisIndPF, C",@Tor,L 96-99,25,10,2,0,0,12,3.36,91.8,-1.5,4,65,2018-12-19
UTIL,Steven AdamsOKCC,@Sac,W 132-113,34,23,1,2,0,20,6.44,95.7,+0.3,4,65,2018-12-19
UTIL,Jarrett AllenBknC,@Chi,W 96-93,31,12,3,0,0,16,2.16,81.5,+1.5,4,65,2018-12-19
UTIL,Jusuf NurkicOPorC,Mem,W 99-92,21,7,1,2,0,8,,65.9,-1.1,4,65,2018-12-19
Bench,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,4,65,2018-12-19
Bench,Jeff TeagueOMinPG,Det,L 123-129,,,,,,,,56.1,-0.5,4,65,2018-12-19
Bench,"Jaren Jackson Jr.OMemPF, C",@Por,L 92-99,29,5,2,0,3,16,,38.3,-0.9,4,65,2018-12-19
C,Willie Cauley-SteinSacC,OKC,L 113-132,32,7,4,2,0,13,2.06,87.7,-1.8,5,65,2018-12-19
G,Damian LillardPorPG,Mem,W 99-92,33,5,4,2,2,24,7.24,99.8,-0.1,5,65,2018-12-19
G,Kyrie IrvingBosPG,Phx,L 103-111,36,5,10,4,1,29,2.31,96.0,-3.5,5,65,2018-12-19
G,"Donovan MitchellDTDUtahSG, PG",GS,W 108-103,36,5,6,2,1,17,6.01,98.5,-0.5,5,65,2018-12-19
F,"Anthony DavisONOPF, C",@Mil,L 115-123,29,11,3,2,3,27,-5.20,91.0,-6.3,5,65,2018-12-19
F,Kawhi LeonardSASF,@Orl,W 129-90,39,10,6,4,0,28,1.20,98.8,-0.6,5,65,2018-12-19
F,Harrison BarnesSacPF,OKC,L 113-132,,,,,,,0.36,84.9,-0.7,5,65,2018-12-19
UTIL,Clint CapelaDTDHouC,Wsh,W 136-118,35,12,2,1,1,20,7.18,96.8,-2.1,5,65,2018-12-19
UTIL,Marc GasolTorC,Ind,W 99-96,36,10,4,4,1,14,3.00,94.0,-1.5,5,65,2018-12-19
UTIL,"Danilo GallinariLACSF, PF",,,,,,,,,2.41,92.5,-3.1,5,65,2018-12-19
