pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,22,2018-11-06
G,John WallOWshPG,@Dal,L 100-119,41,4,10,3,1,24,,55.3,+2.2,1,22,2018-11-06
G,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,22,2018-11-06
G,Eric BledsoeMilPG,@Por,L 103-118,30,2,7,0,0,5,3.63,96.5,0.0,1,22,2018-11-06
F,"Giannis AntetokounmpoMilPF, SF",@Por,L 103-118,37,9,6,0,0,23,4.84,99.8,-0.1,1,22,2018-11-06
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,1,22,2018-11-06
F,Nikola MiroticOMilPF,@Por,L 103-118,,,,,,,-5.20,57.3,-1.0,1,22,2018-11-06
UTIL,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,22,2018-11-06
UTIL,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,22,2018-11-06
UTIL,"Wendell Carter Jr.OChiPF, C",,,,,,,,,-5.20,48.4,+1.0,1,22,2018-11-06
Bench,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,1,22,2018-11-06
Bench,John CollinsAtlPF,@Cha,L 102-113,,,,,,,3.81,95.9,-1.3,1,22,2018-11-06
Bench,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,22,2018-11-06
C,Dwight HowardOWshC,@Dal,L 100-119,33,11,2,0,1,8,,54.1,+1.2,2,22,2018-11-06
G,Kemba WalkerChaPG,Atl,W 113-102,36,3,7,3,1,29,7.08,99.9,0.0,2,22,2018-11-06
G,"Devin BookerOPhxSG, PG",Bkn,L 82-104,36,8,2,1,0,20,1.12,84.7,-14.3,2,22,2018-11-06
G,Gary HarrisDenSG,,,,,,,,,2.16,55.4,-0.6,2,22,2018-11-06
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,22,2018-11-06
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,22,2018-11-06
F,"Luka DoncicDalSG, PF",Wsh,W 119-100,33,7,3,1,0,23,0.92,98.5,-0.2,2,22,2018-11-06
UTIL,Deandre AytonOPhxC,Bkn,L 82-104,32,13,3,0,0,15,-2.35,84.9,-7.1,2,22,2018-11-06
UTIL,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,22,2018-11-06
UTIL,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,22,2018-11-06
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,22,2018-11-06
Bench,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,22,2018-11-06
Bench,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,22,2018-11-06
C,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,22,2018-11-06
