pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",Por,W 116-113,37,10,8,0,0,40,10.34,99.9,0.0,1,90,2019-01-13
G,Eric BledsoeMilPG,@Atl,W 133-114,26,2,10,2,1,24,3.63,96.5,0.0,1,90,2019-01-13
G,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,90,2019-01-13
G,"Brandon IngramOLALSF, SG",Cle,L 95-101,40,7,2,0,0,22,,65.5,+0.7,1,90,2019-01-13
F,"Giannis AntetokounmpoMilPF, SF",@Atl,W 133-114,31,6,4,3,1,33,4.84,99.8,-0.1,1,90,2019-01-13
F,John CollinsAtlPF,Mil,L 114-133,34,11,4,0,0,13,3.81,95.9,-1.3,1,90,2019-01-13
F,"Serge IbakaTorPF, C",@Wsh,W 140-138,41,4,0,1,1,10,3.34,85.3,-3.2,1,90,2019-01-13
UTIL,Nikola VucevicOrlC,Hou,W 116-109,35,9,6,1,0,22,4.36,97.8,-1.4,1,90,2019-01-13
UTIL,JaVale McGeeLALC,Cle,L 95-101,23,8,0,0,1,2,7.27,70.8,-6.5,1,90,2019-01-13
UTIL,Empty,,,,,,,,,,,,1,90,2019-01-13
Bench,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,90,2019-01-13
Bench,"Wendell Carter Jr.OChiPF, C",,,,,,,,,-5.20,48.4,+1.0,1,90,2019-01-13
Bench,DeMarcus CousinsGSC,@Dal,W 119-114,,,,,,,8.77,90.4,-3.7,1,90,2019-01-13
Bench,Kris DunnOChiPG,,,,,,,,,-5.20,50.8,-1.1,1,90,2019-01-13
C,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,90,2019-01-13
G,Stephen CurryGSPG,@Dal,W 119-114,37,6,5,1,2,48,8.07,99.8,-0.1,2,90,2019-01-13
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,90,2019-01-13
G,Klay ThompsonGSSG,@Dal,W 119-114,34,4,1,0,0,16,1.34,97.9,-1.5,2,90,2019-01-13
F,"Kevin DurantGSSF, PF",@Dal,W 119-114,38,7,5,1,2,28,7.33,99.9,0.0,2,90,2019-01-13
F,"Luka DoncicDalSG, PF",GS,L 114-119,32,6,5,1,0,26,0.92,98.5,-0.2,2,90,2019-01-13
F,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,2,90,2019-01-13
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,90,2019-01-13
UTIL,"Montrezl HarrellLACC, PF",,,,,,,,,3.59,89.7,-1.4,2,90,2019-01-13
UTIL,Empty,,,,,,,,,,,,2,90,2019-01-13
Bench,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,90,2019-01-13
Bench,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,90,2019-01-13
Bench,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,90,2019-01-13
Bench,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,90,2019-01-13
C,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,90,2019-01-13
G,Chris PaulHouPG,@Orl,L 109-116,,,,,,,7.78,97.8,-1.2,3,90,2019-01-13
G,Bradley BealWshSG,Tor,L 138-140,55,10,15,3,2,43,4.70,98.1,-1.7,3,90,2019-01-13
G,Lonzo BallOLALPG,Cle,L 95-101,41,9,8,2,0,13,,63.0,+0.7,3,90,2019-01-13
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,90,2019-01-13
F,Aaron GordonOrlPF,Hou,W 116-109,35,8,5,2,0,22,5.90,95.8,+0.1,3,90,2019-01-13
F,"Draymond GreenDTDGSPF, C",@Dal,W 119-114,32,6,7,1,1,4,10.19,95.3,-1.2,3,90,2019-01-13
UTIL,"Khris MiddletonMilSF, SG",@Atl,W 133-114,28,11,4,0,0,17,1.81,98.9,+0.5,3,90,2019-01-13
UTIL,"Josh RichardsonOMiaSF, SG",,,,,,,,,-4.30,65.7,-4.6,3,90,2019-01-13
UTIL,Brook LopezMilC,@Atl,W 133-114,26,2,1,0,0,9,4.02,64.2,-4.3,3,90,2019-01-13
Bench,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,90,2019-01-13
Bench,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,90,2019-01-13
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,90,2019-01-13
C,Jusuf NurkicOPorC,@Den,L 113-116,25,8,4,3,1,12,,65.9,-1.1,4,90,2019-01-13
