pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,@Hou,L 98-103,34,17,5,2,1,19,4.36,97.8,-1.4,1,104,2019-01-27
G,Eric BledsoeMilPG,@OKC,L 112-118,31,6,3,1,0,11,3.63,96.5,0.0,1,104,2019-01-27
G,De'Aaron FoxSacPG,@LAC,L 108-122,32,4,3,1,0,21,8.07,97.3,-1.0,1,104,2019-01-27
G,Kris DunnOChiPG,Cle,L 101-104,35,2,7,2,2,6,-5.20,50.8,-1.1,1,104,2019-01-27
F,"Giannis AntetokounmpoMilPF, SF",@OKC,L 112-118,35,18,4,1,0,27,4.84,99.8,-0.1,1,104,2019-01-27
F,Pascal SiakamTorPF,@Dal,W 123-120,37,5,2,1,0,14,1.39,91.4,-3.7,1,104,2019-01-27
F,"Jerami GrantOKCSF, PF",Mil,W 118-112,33,2,4,0,5,16,4.03,71.8,+1.9,1,104,2019-01-27
UTIL,JaVale McGeeLALC,Phx,W 116-102,11,3,0,0,0,5,7.27,70.8,-6.5,1,104,2019-01-27
UTIL,Empty,,,,,,,,,,,,1,104,2019-01-27
UTIL,Empty,,,,,,,,,,,,1,104,2019-01-27
Bench,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,104,2019-01-27
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,104,2019-01-27
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,104,2019-01-27
Bench,"D'Angelo RussellBknPG, SG",,,,,,,,,6.30,98.6,+0.2,1,104,2019-01-27
Bench,Darren CollisonIndPG,,,,,,,,,0.46,57.0,-2.8,1,104,2019-01-27
C,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,104,2019-01-27
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,104,2019-01-27
G,"Devin BookerOPhxSG, PG",@LAL,L 102-116,36,2,6,0,0,21,1.12,84.7,-14.3,2,104,2019-01-27
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,104,2019-01-27
F,Paul GeorgeDTDOKCSF,Mil,W 118-112,38,13,3,3,0,36,8.72,99.8,-0.1,2,104,2019-01-27
F,"Luka DoncicDalSG, PF",Tor,L 120-123,36,12,10,0,0,35,0.92,98.5,-0.2,2,104,2019-01-27
F,Lauri MarkkanenChiPF,Cle,L 101-104,39,15,1,1,0,21,,69.4,-1.4,2,104,2019-01-27
UTIL,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,104,2019-01-27
UTIL,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,104,2019-01-27
UTIL,"Jaren Jackson Jr.OMemPF, C",,,,,,,,,,38.3,-0.9,2,104,2019-01-27
Bench,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,104,2019-01-27
Bench,Deandre AytonOPhxC,@LAL,L 102-116,,,,,,,-2.35,84.9,-7.1,2,104,2019-01-27
Bench,Robert CovingtonOMinSF,Utah,L 111-125,,,,,,,,25.4,-1.4,2,104,2019-01-27
C,Rudy GobertDTDUtahC,@Min,W 125-111,32,4,4,2,3,17,11.36,97.7,-1.2,3,104,2019-01-27
G,Bradley BealWshSG,@SA,L 119-132,39,4,7,4,0,21,4.70,98.1,-1.7,3,104,2019-01-27
G,"Josh RichardsonOMiaSF, SG",@NY,W 106-97,34,3,2,2,1,12,-4.30,65.7,-4.6,3,104,2019-01-27
G,Buddy HieldSacSG,@LAC,L 108-122,38,4,5,2,0,16,4.12,95.9,-0.5,3,104,2019-01-27
F,"LaMarcus AldridgeSAPF, C",Wsh,W 132-119,33,9,6,1,2,30,6.85,99.7,-0.1,3,104,2019-01-27
F,"Khris MiddletonMilSF, SG",@OKC,L 112-118,34,4,6,1,0,22,1.81,98.9,+0.5,3,104,2019-01-27
F,Aaron GordonOrlPF,@Hou,L 98-103,40,10,4,0,0,23,5.90,95.8,+0.1,3,104,2019-01-27
UTIL,Russell WestbrookOKCPG,Mil,W 118-112,36,13,11,1,1,13,15.16,99.9,0.0,3,104,2019-01-27
UTIL,Karl-Anthony TownsMinC,Utah,L 111-125,36,6,7,0,3,22,5.61,99.8,-0.1,3,104,2019-01-27
UTIL,Brook LopezMilC,@OKC,L 112-118,30,4,2,1,2,19,4.02,64.2,-4.3,3,104,2019-01-27
Bench,Chris PaulHouPG,Orl,W 103-98,25,5,6,3,0,12,7.78,97.8,-1.2,3,104,2019-01-27
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,104,2019-01-27
Bench,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,104,2019-01-27
C,Steven AdamsOKCC,Mil,W 118-112,31,8,2,1,1,14,6.44,95.7,+0.3,4,104,2019-01-27
G,"James HardenHouSG, PG",Orl,W 103-98,37,11,6,1,3,40,9.59,99.8,-0.1,4,104,2019-01-27
G,Kyle LowryTorPG,@Dal,W 123-120,37,5,9,1,2,19,4.23,97.1,-1.6,4,104,2019-01-27
G,Lou WilliamsLACSG,Sac,W 122-108,27,6,10,2,0,12,2.44,95.9,-0.9,4,104,2019-01-27
F,"DeMar DeRozanSASG, SF",Wsh,W 132-119,,,,,,,5.87,99.7,-0.1,4,104,2019-01-27
F,"Domantas SabonisIndPF, C",,,,,,,,,3.36,91.8,-1.5,4,104,2019-01-27
F,"Justise WinslowMiaSF, PG",@NY,W 106-97,35,5,6,0,1,11,1.09,24.4,+2.4,4,104,2019-01-27
UTIL,Joel EmbiidDTDPhiC,,,,,,,,,3.83,99.7,0.0,4,104,2019-01-27
UTIL,Jeff TeagueOMinPG,Utah,L 111-125,,,,,,,,56.1,-0.5,4,104,2019-01-27
UTIL,Zach LaVineOChiSG,Cle,L 101-104,36,12,2,0,0,17,,80.6,-4.6,4,104,2019-01-27
Bench,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,104,2019-01-27
Bench,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,104,2019-01-27
Bench,Jusuf NurkicOPorC,,,,,,,,,,65.9,-1.1,4,104,2019-01-27
C,Hassan WhitesideMiaC,@NY,W 106-97,24,17,2,0,3,13,4.61,91.6,+1.7,5,104,2019-01-27
G,Kyrie IrvingBosPG,,,,,,,,,2.31,96.0,-3.5,5,104,2019-01-27
G,"Donovan MitchellDTDUtahSG, PG",@Min,W 125-111,36,4,5,0,0,29,6.01,98.5,-0.5,5,104,2019-01-27
G,Trae YoungAtlPG,,,,,,,,,6.33,97.0,-0.6,5,104,2019-01-27
F,Kawhi LeonardTorSF,@Dal,W 123-120,35,10,3,0,0,33,1.20,98.8,-0.6,5,104,2019-01-27
F,"Kyle KuzmaOLALPF, SF",Phx,W 116-102,,,,,,,-3.39,84.4,-7.3,5,104,2019-01-27
F,Harrison BarnesSacPF,@LAC,L 108-122,31,6,2,1,0,14,0.36,84.9,-0.7,5,104,2019-01-27
UTIL,Marc GasolTorC,@Dal,W 123-120,,,,,,,3.00,94.0,-1.5,5,104,2019-01-27
