pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",Sac,W 126-112,23,12,6,1,0,14,10.34,99.9,0.0,1,8,2018-10-23
G,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,8,2018-10-23
G,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,8,2018-10-23
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,8,2018-10-23
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,8,2018-10-23
F,Nikola MiroticOMilPF,,,30,12,0,0,1,18,-5.20,57.3,-1.0,1,8,2018-10-23
F,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,8,2018-10-23
UTIL,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,1,8,2018-10-23
UTIL,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,8,2018-10-23
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,8,2018-10-23
Bench,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,1,8,2018-10-23
Bench,"Kevin LoveClePF, C",,,,,,,,,-3.61,82.2,-9.3,1,8,2018-10-23
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,8,2018-10-23
C,Andre DrummondDetC,Phi,W 133-132,36,16,2,3,2,14,18.90,99.7,0.0,2,8,2018-10-23
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,8,2018-10-23
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,8,2018-10-23
G,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,8,2018-10-23
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,8,2018-10-23
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,8,2018-10-23
F,Otto Porter Jr.OChiSF,,,,,,,,,,67.8,-1.7,2,8,2018-10-23
UTIL,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,8,2018-10-23
UTIL,Gary HarrisDenSG,Sac,W 126-112,26,3,5,1,0,18,2.16,55.4,-0.6,2,8,2018-10-23
UTIL,Myles TurnerFAC,,,,,,,,,6.53,88.1,-3.3,2,8,2018-10-23
Bench,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,8,2018-10-23
Bench,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,8,2018-10-23
Bench,Dwight HowardOWshC,,,,,,,,,,54.1,+1.2,2,8,2018-10-23
C,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,8,2018-10-23
G,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,8,2018-10-23
G,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,8,2018-10-23
G,De'Aaron FoxSacPG,@Den,L 112-126,21,1,4,2,0,6,8.07,97.3,-1.0,3,8,2018-10-23
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,8,2018-10-23
F,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,8,2018-10-23
F,"Gordon HaywardBosSF, SG",,,,,,,,,1.91,84.4,-1.1,3,8,2018-10-23
UTIL,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,8,2018-10-23
UTIL,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,3,8,2018-10-23
UTIL,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,8,2018-10-23
Bench,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,8,2018-10-23
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,8,2018-10-23
Bench,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,3,8,2018-10-23
C,Joel EmbiidDTDPhiC,@Det,L 132-133,39,11,7,0,3,33,3.83,99.7,0.0,4,8,2018-10-23
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,8,2018-10-23
G,Victor OladipoOIndSG,,,,,,,,,,53.3,+2.0,4,8,2018-10-23
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,8,2018-10-23
F,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,8,2018-10-23
F,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,8,2018-10-23
F,"Tim Hardaway Jr.ODalSG, SF",,,,,,,,,,59.8,-0.7,4,8,2018-10-23
UTIL,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,8,2018-10-23
UTIL,"Jaylen BrownBosSG, SF",,,,,,,,,-1.14,63.4,-1.8,4,8,2018-10-23
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,8,2018-10-23
Bench,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,4,8,2018-10-23
Bench,Kristaps PorzingisODalPF,,,,,,,,,,18.2,-0.5,4,8,2018-10-23
Bench,"Jerami GrantOKCSF, PF",,,,,,,,,4.03,71.8,+1.9,4,8,2018-10-23
C,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,5,8,2018-10-23
G,Damian LillardPorPG,,,,,,,,,7.24,99.8,-0.1,5,8,2018-10-23
G,Kyrie IrvingBosPG,,,,,,,,,2.31,96.0,-3.5,5,8,2018-10-23
G,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,8,2018-10-23
F,Kawhi LeonardSASF,,,,,,,,,1.20,98.8,-0.6,5,8,2018-10-23
F,"Brandon IngramOLALSF, SG",,,,,,,,,,65.5,+0.7,5,8,2018-10-23
F,Paul MillsapDenPF,Sac,W 126-112,22,5,0,1,1,15,2.58,88.4,-2.0,5,8,2018-10-23
