pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,38,2018-11-22
G,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,38,2018-11-22
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,38,2018-11-22
G,"Gordon HaywardBosSF, SG",,,,,,,,,1.91,84.4,-1.1,1,38,2018-11-22
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,38,2018-11-22
F,Nikola MiroticOMilPF,,,,,,,,,-5.20,57.3,-1.0,1,38,2018-11-22
F,"Wendell Carter Jr.OChiPF, C",,,,,,,,,-5.20,48.4,+1.0,1,38,2018-11-22
UTIL,"Serge IbakaOKCPF, C",,,,,,,,,3.34,85.3,-3.2,1,38,2018-11-22
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,38,2018-11-22
UTIL,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,38,2018-11-22
Bench,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,38,2018-11-22
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,38,2018-11-22
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,38,2018-11-22
C,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,38,2018-11-22
G,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,38,2018-11-22
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,38,2018-11-22
G,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,38,2018-11-22
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,38,2018-11-22
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,38,2018-11-22
F,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,38,2018-11-22
UTIL,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,38,2018-11-22
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,38,2018-11-22
UTIL,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,38,2018-11-22
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,38,2018-11-22
Bench,Dwight HowardOWshC,,,,,,,,,,54.1,+1.2,2,38,2018-11-22
Bench,Gary HarrisDenSG,,,,,,,,,2.16,55.4,-0.6,2,38,2018-11-22
C,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,38,2018-11-22
G,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,38,2018-11-22
G,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,38,2018-11-22
G,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,38,2018-11-22
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,38,2018-11-22
F,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,38,2018-11-22
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,38,2018-11-22
UTIL,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,38,2018-11-22
UTIL,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,3,38,2018-11-22
UTIL,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,3,38,2018-11-22
Bench,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,38,2018-11-22
Bench,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,3,38,2018-11-22
Bench,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,38,2018-11-22
C,Joel EmbiidDTDPhiC,,,,,,,,,3.83,99.7,0.0,4,38,2018-11-22
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,38,2018-11-22
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,38,2018-11-22
G,Jeff TeagueOMinPG,,,,,,,,,,56.1,-0.5,4,38,2018-11-22
F,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,38,2018-11-22
F,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,38,2018-11-22
F,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,4,38,2018-11-22
UTIL,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,38,2018-11-22
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,38,2018-11-22
UTIL,Jusuf NurkicOPorC,,,,,,,,,,65.9,-1.1,4,38,2018-11-22
Bench,Victor OladipoOIndSG,,,,,,,,,,53.3,+2.0,4,38,2018-11-22
Bench,"Josh RichardsonOMiaSF, SG",,,,,,,,,-4.30,65.7,-4.6,4,38,2018-11-22
Bench,"Jaren Jackson Jr.OMemPF, C",,,,,,,,,,38.3,-0.9,4,38,2018-11-22
C,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,5,38,2018-11-22
G,Damian LillardPorPG,,,,,,,,,7.24,99.8,-0.1,5,38,2018-11-22
G,Kyrie IrvingBosPG,,,,,,,,,2.31,96.0,-3.5,5,38,2018-11-22
G,Trae YoungAtlPG,,,,,,,,,6.33,97.0,-0.6,5,38,2018-11-22
F,"Anthony DavisONOPF, C",,,,,,,,,-5.20,91.0,-6.3,5,38,2018-11-22
F,Kawhi LeonardSASF,,,,,,,,,1.20,98.8,-0.6,5,38,2018-11-22
F,"Domantas SabonisIndPF, C",,,,,,,,,3.36,91.8,-1.5,5,38,2018-11-22
UTIL,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,38,2018-11-22
UTIL,Clint CapelaDTDHouC,,,,,,,,,7.18,96.8,-2.1,5,38,2018-11-22
UTIL,Marc GasolTorC,,,,,,,,,3.00,94.0,-1.5,5,38,2018-11-22
Bench,Hassan WhitesideMiaC,,,,,,,,,4.61,91.6,+1.7,5,38,2018-11-22
Bench,Goran DragicMiaPG,,,,,,,,,7.23,76.8,+2.4,5,38,2018-11-22
Bench,Lou WilliamsLACSG,,,,,,,,,2.44,95.9,-0.9,5,38,2018-11-22
