pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",Tor,W 95-86,35,10,4,2,0,26,10.34,99.9,0.0,1,62,2018-12-16
G,John WallOWshPG,LAL,W 128-110,42,6,14,3,2,40,,55.3,+2.2,1,62,2018-12-16
G,Ricky RubioOMinPG,,,,,,,,,-0.97,80.4,-4.9,1,62,2018-12-16
G,"Gordon HaywardBosSF, SG",,,,,,,,,1.91,84.4,-1.1,1,62,2018-12-16
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,62,2018-12-16
F,John CollinsAtlPF,@Bkn,L 127-144,34,8,2,0,1,29,3.81,95.9,-1.3,1,62,2018-12-16
F,"Serge IbakaTorPF, C",@Den,L 86-95,34,7,0,0,1,14,3.34,85.3,-3.2,1,62,2018-12-16
UTIL,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,62,2018-12-16
UTIL,JaVale McGeeLALC,@Wsh,L 110-128,,,,,,,7.27,70.8,-6.5,1,62,2018-12-16
UTIL,De'Aaron FoxSacPG,@Dal,W 120-113,33,3,5,3,1,28,8.07,97.3,-1.0,1,62,2018-12-16
Bench,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,62,2018-12-16
Bench,Nikola MiroticOMilPF,,,,,,,,,-5.20,57.3,-1.0,1,62,2018-12-16
Bench,"Wendell Carter Jr.OChiPF, C",,,,,,,,,-5.20,48.4,+1.0,1,62,2018-12-16
C,Myles TurnerIndC,NY,W 110-99,34,6,1,0,2,24,6.53,88.1,-3.3,2,62,2018-12-16
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,62,2018-12-16
G,"Luka DoncicDalSG, PF",Sac,L 113-120,35,6,9,1,0,28,0.92,98.5,-0.2,2,62,2018-12-16
G,"D'Angelo RussellBknPG, SG",Atl,W 144-127,29,6,7,2,0,32,6.30,98.6,+0.2,2,62,2018-12-16
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,62,2018-12-16
F,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,62,2018-12-16
F,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,2,62,2018-12-16
UTIL,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,62,2018-12-16
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,62,2018-12-16
UTIL,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,62,2018-12-16
Bench,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,62,2018-12-16
Bench,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,62,2018-12-16
Bench,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,62,2018-12-16
C,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,62,2018-12-16
G,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,62,2018-12-16
G,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,62,2018-12-16
G,Bradley BealWshSG,LAL,W 128-110,39,12,3,0,0,25,4.70,98.1,-1.7,3,62,2018-12-16
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,62,2018-12-16
F,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,62,2018-12-16
F,"Montrezl HarrellLACC, PF",,,,,,,,,3.59,89.7,-1.4,3,62,2018-12-16
UTIL,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,62,2018-12-16
UTIL,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,62,2018-12-16
UTIL,Lonzo BallOLALPG,@Wsh,L 110-128,34,5,4,3,2,10,,63.0,+0.7,3,62,2018-12-16
Bench,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,62,2018-12-16
Bench,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,3,62,2018-12-16
Bench,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,62,2018-12-16
C,Joel EmbiidDTDPhiC,@Cle,W 128-105,29,9,2,0,1,24,3.83,99.7,0.0,4,62,2018-12-16
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,62,2018-12-16
G,Victor OladipoOIndSG,NY,W 110-99,36,8,7,5,0,26,,53.3,+2.0,4,62,2018-12-16
G,Kyle LowryTorPG,@Den,L 86-95,,,,,,,4.23,97.1,-1.6,4,62,2018-12-16
F,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,62,2018-12-16
F,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,62,2018-12-16
F,"Domantas SabonisIndPF, C",NY,W 110-99,21,12,4,1,0,13,3.36,91.8,-1.5,4,62,2018-12-16
UTIL,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,62,2018-12-16
UTIL,Jarrett AllenBknC,Atl,W 144-127,15,4,0,0,2,11,2.16,81.5,+1.5,4,62,2018-12-16
UTIL,Jusuf NurkicOPorC,,,,,,,,,,65.9,-1.1,4,62,2018-12-16
Bench,Paul MillsapDenPF,Tor,W 95-86,,,,,,,2.58,88.4,-2.0,4,62,2018-12-16
Bench,Jeff TeagueOMinPG,,,,,,,,,,56.1,-0.5,4,62,2018-12-16
Bench,"Jaren Jackson Jr.OMemPF, C",,,,,,,,,,38.3,-0.9,4,62,2018-12-16
C,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,5,62,2018-12-16
G,Damian LillardPorPG,,,,,,,,,7.24,99.8,-0.1,5,62,2018-12-16
G,Kyrie IrvingBosPG,,,,,,,,,2.31,96.0,-3.5,5,62,2018-12-16
G,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,62,2018-12-16
F,Kawhi LeonardSASF,,,38,14,4,0,0,29,1.20,98.8,-0.6,5,62,2018-12-16
F,"Kyle KuzmaOLALPF, SF",@Wsh,L 110-128,29,6,3,1,1,20,-3.39,84.4,-7.3,5,62,2018-12-16
F,Harrison BarnesSacPF,@Dal,W 120-113,29,2,0,1,1,15,0.36,84.9,-0.7,5,62,2018-12-16
UTIL,"Anthony DavisONOPF, C",Mia,L 96-102,39,12,7,3,3,27,-5.20,91.0,-6.3,5,62,2018-12-16
UTIL,Hassan WhitesideMiaC,@NO,W 102-96,23,12,0,0,3,17,4.61,91.6,+1.7,5,62,2018-12-16
UTIL,Trae YoungAtlPG,@Bkn,L 127-144,29,2,10,1,0,13,6.33,97.0,-0.6,5,62,2018-12-16
Bench,Clint CapelaDTDHouC,,,,,,,,,7.18,96.8,-2.1,5,62,2018-12-16
Bench,Marc GasolTorC,@Den,L 86-95,,,,,,,3.00,94.0,-1.5,5,62,2018-12-16
Bench,Lou WilliamsLACSG,,,,,,,,,2.44,95.9,-0.9,5,62,2018-12-16
C,Enes KanterNYC,@Ind,L 99-110,36,15,0,0,0,20,6.60,92.0,+2.7,6,62,2018-12-16
G,"Jimmy ButlerPhiSG, SF",@Cle,W 128-105,25,2,2,1,1,19,-0.19,97.7,-1.7,6,62,2018-12-16
G,CJ McCollumPorSG,,,,,,,,,-3.19,89.1,+4.0,6,62,2018-12-16
G,"Jamal MurrayDenPG, SG",Tor,W 95-86,38,5,4,1,1,19,7.01,95.6,-0.1,6,62,2018-12-16
F,"LeBron JamesOLALSF, PF",@Wsh,L 110-128,32,6,3,0,1,13,-3.82,85.5,-2.8,6,62,2018-12-16
F,"Ben SimmonsDTDPhiPG, SF",@Cle,W 128-105,32,11,14,1,0,22,8.18,98.4,-1.4,6,62,2018-12-16
F,Blake GriffinDTDDetPF,,,,,,,,,0.18,97.2,-1.3,6,62,2018-12-16
UTIL,DeAndre JordanLACC,,,30,23,3,0,3,8,-4.50,86.6,-3.8,6,62,2018-12-16
UTIL,"Andrew WigginsMinSF, SG",,,,,,,,,5.65,92.1,+1.6,6,62,2018-12-16
UTIL,"Nicolas BatumChaSG, SF",,,,,,,,,-2.03,64.4,+0.4,6,62,2018-12-16
Bench,"Jrue HolidayONOPG, SG",Mia,L 96-102,41,2,4,3,1,22,,75.9,-1.0,6,62,2018-12-16
Bench,"Julius RandleNOPF, C",Mia,L 96-102,30,10,2,1,1,17,1.38,95.3,-3.6,6,62,2018-12-16
Bench,"Tobias HarrisPhiPF, SF",@Cle,W 128-105,,,,,,,2.47,97.4,-2.0,6,62,2018-12-16
