pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,42,2018-11-26
G,John WallOWshPG,Hou,W 135-131,40,3,11,0,2,36,,55.3,+2.2,1,42,2018-11-26
G,Ricky RubioOUtahPG,Ind,L 88-121,26,3,8,1,0,6,-0.97,80.4,-4.9,1,42,2018-11-26
G,Eric BledsoeMilPG,@Cha,L 107-110,36,1,4,2,0,17,3.63,96.5,0.0,1,42,2018-11-26
F,"Giannis AntetokounmpoMilPF, SF",@Cha,L 107-110,40,13,9,1,3,20,4.84,99.8,-0.1,1,42,2018-11-26
F,"Wendell Carter Jr.OChiPF, C",SA,L 107-108,24,6,1,1,1,8,-5.20,48.4,+1.0,1,42,2018-11-26
F,"Gordon HaywardBosSF, SG",@NO,W 124-107,23,4,4,1,1,5,1.91,84.4,-1.1,1,42,2018-11-26
UTIL,Nikola VucevicOrlC,@GS,L 110-116,33,12,6,1,0,30,4.36,97.8,-1.4,1,42,2018-11-26
UTIL,Nikola MiroticOMilPF,@Cha,L 107-110,37,5,0,0,0,25,-5.20,57.3,-1.0,1,42,2018-11-26
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,42,2018-11-26
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,42,2018-11-26
Bench,"Serge IbakaOKCPF, C",,,,,,,,,3.34,85.3,-3.2,1,42,2018-11-26
Bench,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,42,2018-11-26
C,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,42,2018-11-26
G,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,42,2018-11-26
G,Klay ThompsonGSSG,Orl,W 116-110,40,5,1,0,2,29,1.34,97.9,-1.5,2,42,2018-11-26
G,Gary HarrisDenSG,,,,,,,,,2.16,55.4,-0.6,2,42,2018-11-26
F,"Kevin DurantGSSF, PF",Orl,W 116-110,40,6,9,2,2,49,7.33,99.9,0.0,2,42,2018-11-26
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,42,2018-11-26
F,Robert CovingtonOMinSF,@Cle,W 102-95,39,7,1,2,2,24,,25.4,-1.4,2,42,2018-11-26
UTIL,Kemba WalkerChaPG,Mil,W 110-107,38,6,5,2,0,21,7.08,99.9,0.0,2,42,2018-11-26
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,42,2018-11-26
UTIL,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,42,2018-11-26
Bench,Stephen CurryGSPG,Orl,W 116-110,,,,,,,8.07,99.8,-0.1,2,42,2018-11-26
Bench,Dwight HowardOWshC,Hou,W 135-131,,,,,,,,54.1,+1.2,2,42,2018-11-26
Bench,Myles TurnerIndC,@Utah,W 121-88,25,4,4,2,2,16,6.53,88.1,-3.3,2,42,2018-11-26
C,Karl-Anthony TownsMinC,@Cle,W 102-95,38,10,1,1,0,21,5.61,99.8,-0.1,3,42,2018-11-26
G,Chris PaulHouPG,@Wsh,L 131-135,,,,,,,7.78,97.8,-1.2,3,42,2018-11-26
G,Bradley BealWshSG,Hou,W 135-131,50,1,4,0,2,32,4.70,98.1,-1.7,3,42,2018-11-26
G,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,3,42,2018-11-26
F,"LaMarcus AldridgeSAPF, C",@Chi,W 108-107,30,8,3,1,2,20,6.85,99.7,-0.1,3,42,2018-11-26
F,"Khris MiddletonMilSF, SG",@Cha,L 107-110,39,9,2,2,0,14,1.81,98.9,+0.5,3,42,2018-11-26
F,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,3,42,2018-11-26
UTIL,Rudy GobertDTDUtahC,Ind,L 88-121,25,6,1,0,2,12,11.36,97.7,-1.2,3,42,2018-11-26
UTIL,Zach LaVineOChiSG,SA,L 107-108,35,7,7,0,0,28,,80.6,-4.6,3,42,2018-11-26
UTIL,Aaron GordonOrlPF,@GS,L 110-116,22,4,1,1,1,0,5.90,95.8,+0.1,3,42,2018-11-26
Bench,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,42,2018-11-26
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,42,2018-11-26
Bench,"Draymond GreenDTDGSPF, C",Orl,W 116-110,,,,,,,10.19,95.3,-1.2,3,42,2018-11-26
C,Joel EmbiidDTDPhiC,,,,,,,,,3.83,99.7,0.0,4,42,2018-11-26
G,"James HardenHouSG, PG",@Wsh,L 131-135,47,8,13,3,0,54,9.59,99.8,-0.1,4,42,2018-11-26
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,42,2018-11-26
G,Jeff TeagueOMinPG,@Cle,W 102-95,36,2,6,1,3,13,,56.1,-0.5,4,42,2018-11-26
F,"DeMar DeRozanSASG, SF",@Chi,W 108-107,34,8,5,0,0,21,5.87,99.7,-0.1,4,42,2018-11-26
F,"Jayson TatumBosSF, PF",@NO,W 124-107,35,7,1,3,1,20,1.38,93.8,-4.2,4,42,2018-11-26
F,"Jaren Jackson Jr.OMemPF, C",,,,,,,,,,38.3,-0.9,4,42,2018-11-26
UTIL,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,42,2018-11-26
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,42,2018-11-26
UTIL,Jusuf NurkicOPorC,,,,,,,,,,65.9,-1.1,4,42,2018-11-26
Bench,Victor OladipoOIndSG,@Utah,W 121-88,,,,,,,,53.3,+2.0,4,42,2018-11-26
Bench,"Josh RichardsonOMiaSF, SG",,,,,,,,,-4.30,65.7,-4.6,4,42,2018-11-26
Bench,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,4,42,2018-11-26
C,Marc GasolTorC,,,,,,,,,3.00,94.0,-1.5,5,42,2018-11-26
G,Kyrie IrvingBosPG,@NO,W 124-107,32,5,10,5,0,26,2.31,96.0,-3.5,5,42,2018-11-26
G,"Donovan MitchellDTDUtahSG, PG",Ind,L 88-121,,,,,,,6.01,98.5,-0.5,5,42,2018-11-26
G,Goran DragicMiaPG,,,,,,,,,7.23,76.8,+2.4,5,42,2018-11-26
F,"Anthony DavisONOPF, C",Bos,L 107-124,37,16,5,3,3,27,-5.20,91.0,-6.3,5,42,2018-11-26
F,Kawhi LeonardSASF,@Chi,W 108-107,,,,,,,1.20,98.8,-0.6,5,42,2018-11-26
F,"Domantas SabonisIndPF, C",@Utah,W 121-88,23,10,6,1,1,13,3.36,91.8,-1.5,5,42,2018-11-26
UTIL,Clint CapelaDTDHouC,@Wsh,L 131-135,38,14,2,0,4,17,7.18,96.8,-2.1,5,42,2018-11-26
UTIL,Hassan WhitesideMiaC,,,,,,,,,4.61,91.6,+1.7,5,42,2018-11-26
UTIL,Al HorfordDTDBosC,@NO,W 124-107,32,4,3,3,1,20,3.25,89.6,-3.4,5,42,2018-11-26
