pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",@Cha,L 107-113,33,11,6,1,2,16,10.34,99.9,0.0,1,53,2018-12-07
G,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,53,2018-12-07
G,Eric BledsoeMilPG,GS,L 95-105,29,1,4,4,0,14,3.63,96.5,0.0,1,53,2018-12-07
G,De'Aaron FoxSacPG,@Cle,W 129-110,29,2,12,3,0,30,8.07,97.3,-1.0,1,53,2018-12-07
F,"Giannis AntetokounmpoMilPF, SF",GS,L 95-105,34,15,5,2,2,22,4.84,99.8,-0.1,1,53,2018-12-07
F,Nikola MiroticOMilPF,GS,L 95-105,20,2,1,0,0,4,-5.20,57.3,-1.0,1,53,2018-12-07
F,"Wendell Carter Jr.OChiPF, C",OKC,W 114-112,21,2,2,1,2,6,-5.20,48.4,+1.0,1,53,2018-12-07
UTIL,Nikola VucevicOrlC,Ind,L 90-112,26,10,2,0,0,22,4.36,97.8,-1.4,1,53,2018-12-07
UTIL,"Serge IbakaTorPF, C",@Bkn,L 105-106,20,6,1,0,2,8,3.34,85.3,-3.2,1,53,2018-12-07
UTIL,JaVale McGeeLALC,@SA,L 120-133,24,12,0,0,1,12,7.27,70.8,-6.5,1,53,2018-12-07
Bench,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,53,2018-12-07
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,53,2018-12-07
Bench,"Gordon HaywardBosSF, SG",,,,,,,,,1.91,84.4,-1.1,1,53,2018-12-07
C,Andre DrummondDetC,Phi,L 111-117,34,10,0,2,2,21,18.90,99.7,0.0,2,53,2018-12-07
G,Stephen CurryGSPG,@Mil,W 105-95,36,4,8,1,0,20,8.07,99.8,-0.1,2,53,2018-12-07
G,Kemba WalkerChaPG,Den,W 113-107,36,6,8,1,1,21,7.08,99.9,0.0,2,53,2018-12-07
G,Klay ThompsonGSSG,@Mil,W 105-95,35,5,6,4,2,20,1.34,97.9,-1.5,2,53,2018-12-07
F,"Kevin DurantGSSF, PF",@Mil,W 105-95,37,8,6,1,0,11,7.33,99.9,0.0,2,53,2018-12-07
F,Paul GeorgeDTDOKCSF,@Chi,L 112-114,36,5,7,4,0,19,8.72,99.8,-0.1,2,53,2018-12-07
F,Lauri MarkkanenChiPF,OKC,W 114-112,28,7,2,3,1,24,,69.4,-1.4,2,53,2018-12-07
UTIL,Deandre AytonOPhxC,Mia,L 98-115,29,11,2,0,1,16,-2.35,84.9,-7.1,2,53,2018-12-07
UTIL,Myles TurnerIndC,@Orl,W 112-90,21,6,0,0,1,10,6.53,88.1,-3.3,2,53,2018-12-07
UTIL,Tristan ThompsonCleC,Sac,L 110-129,30,6,2,0,0,4,-2.41,22.4,-3.5,2,53,2018-12-07
Bench,"Devin BookerOPhxSG, PG",Mia,L 98-115,,,,,,,1.12,84.7,-14.3,2,53,2018-12-07
Bench,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,53,2018-12-07
Bench,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,53,2018-12-07
C,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,53,2018-12-07
G,Russell WestbrookOKCPG,@Chi,L 112-114,35,17,13,4,0,24,15.16,99.9,0.0,3,53,2018-12-07
G,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,53,2018-12-07
G,Mike ConleyOMemPG,@NO,W 107-103,35,3,10,1,0,9,-2.26,87.3,-9.2,3,53,2018-12-07
F,"LaMarcus AldridgeSAPF, C",LAL,W 133-120,23,8,1,0,1,14,6.85,99.7,-0.1,3,53,2018-12-07
F,"Khris MiddletonMilSF, SG",GS,L 95-105,27,8,0,1,0,10,1.81,98.9,+0.5,3,53,2018-12-07
F,Aaron GordonOrlPF,Ind,L 90-112,34,14,4,1,1,20,5.90,95.8,+0.1,3,53,2018-12-07
