pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,@Bkn,L 110-114,33,14,5,2,4,21,4.36,97.8,-1.4,1,100,2019-01-23
G,Kris DunnOChiPG,Atl,L 101-121,27,4,3,2,2,16,-5.20,50.8,-1.1,1,100,2019-01-23
G,"D'Angelo RussellBknPG, SG",Orl,W 114-110,34,7,10,2,0,25,6.30,98.6,+0.2,1,100,2019-01-23
G,Darren CollisonIndPG,Tor,W 110-106,32,4,8,1,0,17,0.46,57.0,-2.8,1,100,2019-01-23
F,"Nikola JokicDenC, PF",@Utah,L 108-114,37,21,6,2,1,28,10.34,99.9,0.0,1,100,2019-01-23
F,John CollinsAtlPF,@Chi,W 121-101,29,8,2,2,0,35,3.81,95.9,-1.3,1,100,2019-01-23
F,Pascal SiakamTorPF,@Ind,L 106-110,37,9,4,0,0,16,1.39,91.4,-3.7,1,100,2019-01-23
UTIL,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,100,2019-01-23
UTIL,Empty,,,,,,,,,,,,1,100,2019-01-23
UTIL,Empty,,,,,,,,,,,,1,100,2019-01-23
Bench,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,100,2019-01-23
Bench,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,100,2019-01-23
Bench,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,100,2019-01-23
Bench,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,100,2019-01-23
Bench,"Jerami GrantOKCSF, PF",,,,,,,,,4.03,71.8,+1.9,1,100,2019-01-23
C,Myles TurnerIndC,Tor,W 110-106,38,10,2,1,4,13,6.53,88.1,-3.3,2,100,2019-01-23
G,Kemba WalkerChaPG,@Mem,W 118-107,39,2,7,4,0,22,7.08,99.9,0.0,2,100,2019-01-23
G,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,100,2019-01-23
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,100,2019-01-23
F,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,100,2019-01-23
F,Lauri MarkkanenChiPF,Atl,L 101-121,34,6,1,0,1,22,,69.4,-1.4,2,100,2019-01-23
F,"Montrezl HarrellLACC, PF",@Mia,W 111-99,26,5,1,0,1,16,3.59,89.7,-1.4,2,100,2019-01-23
UTIL,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,100,2019-01-23
UTIL,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,100,2019-01-23
UTIL,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,100,2019-01-23
