pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,OKC,L 117-126,34,11,5,1,2,27,4.36,97.8,-1.4,1,106,2019-01-29
G,Eric BledsoeMilPG,@Det,W 115-105,30,5,7,2,0,20,3.63,96.5,0.0,1,106,2019-01-29
G,Kris DunnOChiPG,@Bkn,L 117-122,31,3,0,0,2,15,-5.20,50.8,-1.1,1,106,2019-01-29
G,"D'Angelo RussellBknPG, SG",Chi,W 122-117,36,4,7,3,0,30,6.30,98.6,+0.2,1,106,2019-01-29
F,"Giannis AntetokounmpoMilPF, SF",@Det,W 115-105,35,8,11,3,2,21,4.84,99.8,-0.1,1,106,2019-01-29
F,"Jerami GrantOKCSF, PF",@Orl,W 126-117,42,7,1,3,0,18,4.03,71.8,+1.9,1,106,2019-01-29
F,Kelly Oubre Jr.OPhxSF,@SA,L 124-126,31,7,1,0,1,14,,18.0,-2.7,1,106,2019-01-29
UTIL,PJ TuckerHouSF,NO,L 116-121,37,7,2,2,1,9,0.81,6.4,-1.6,1,106,2019-01-29
UTIL,Empty,,,,,,,,,,,,1,106,2019-01-29
UTIL,Empty,,,,,,,,,,,,1,106,2019-01-29
Bench,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,106,2019-01-29
Bench,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,106,2019-01-29
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,106,2019-01-29
Bench,Pascal SiakamTorPF,,,,,,,,,1.39,91.4,-3.7,1,106,2019-01-29
Bench,Darren CollisonIndPG,,,,,,,,,0.46,57.0,-2.8,1,106,2019-01-29
C,Jahlil OkaforNOC,@Hou,W 121-116,37,12,2,0,2,27,2.22,5.9,-0.3,2,106,2019-01-29
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,106,2019-01-29
G,"Devin BookerOPhxSG, PG",@SA,L 124-126,40,5,7,2,0,38,1.12,84.7,-14.3,2,106,2019-01-29
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,106,2019-01-29
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,106,2019-01-29
F,Paul GeorgeDTDOKCSF,@Orl,W 126-117,39,6,4,3,0,37,8.72,99.8,-0.1,2,106,2019-01-29
F,Lauri MarkkanenChiPF,@Bkn,L 117-122,31,19,1,0,1,18,,69.4,-1.4,2,106,2019-01-29
UTIL,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,106,2019-01-29
UTIL,Andre DrummondDetC,Mil,L 105-115,36,13,4,2,1,20,18.90,99.7,0.0,2,106,2019-01-29
