pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",Utah,W 103-88,29,10,16,1,0,7,10.34,99.9,0.0,1,19,2018-11-03
G,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,19,2018-11-03
G,Ricky RubioOUtahPG,@Den,L 88-103,33,4,6,4,0,11,-0.97,80.4,-4.9,1,19,2018-11-03
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,19,2018-11-03
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,19,2018-11-03
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,1,19,2018-11-03
F,Nikola MiroticOMilPF,,,36,16,1,0,0,22,-5.20,57.3,-1.0,1,19,2018-11-03
UTIL,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,19,2018-11-03
UTIL,JaVale McGeeLALC,@Por,W 114-110,27,9,1,1,6,12,7.27,70.8,-6.5,1,19,2018-11-03
UTIL,"Rudy GaySASF, PF",NO,W 109-95,19,4,2,0,0,6,1.81,83.8,-1.8,1,19,2018-11-03
Bench,Lonzo BallOLALPG,@Por,W 114-110,19,3,3,0,0,3,,63.0,+0.7,1,19,2018-11-03
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,19,2018-11-03
Bench,John CollinsAtlPF,Mia,W 123-118,,,,,,,3.81,95.9,-1.3,1,19,2018-11-03
C,Dwight HowardOWshC,,,,,,,,,,54.1,+1.2,2,19,2018-11-03
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,19,2018-11-03
G,Kemba WalkerChaPG,Cle,W 126-94,30,5,4,0,0,18,7.08,99.9,0.0,2,19,2018-11-03
G,Gary HarrisDenSG,Utah,W 103-88,32,4,1,0,0,20,2.16,55.4,-0.6,2,19,2018-11-03
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,19,2018-11-03
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,19,2018-11-03
F,Otto Porter Jr.OChiSF,Hou,L 88-96,,,,,,,,67.8,-1.7,2,19,2018-11-03
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,19,2018-11-03
UTIL,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,19,2018-11-03
UTIL,Myles TurnerIndC,Bos,W 102-101,28,6,0,0,1,12,6.53,88.1,-3.3,2,19,2018-11-03
Bench,Andre DrummondDetC,@Phi,L 99-109,21,9,1,0,1,8,18.90,99.7,0.0,2,19,2018-11-03
Bench,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,19,2018-11-03
Bench,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,19,2018-11-03
C,Rudy GobertDTDUtahC,@Den,L 88-103,35,12,1,0,1,12,11.36,97.7,-1.2,3,19,2018-11-03
G,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,19,2018-11-03
G,Chris PaulHouPG,@Chi,W 96-88,35,6,8,4,0,7,7.78,97.8,-1.2,3,19,2018-11-03
G,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,19,2018-11-03
F,"LaMarcus AldridgeSAPF, C",NO,W 109-95,40,12,6,0,0,22,6.85,99.7,-0.1,3,19,2018-11-03
F,"Gordon HaywardBosSF, SG",@Ind,L 101-102,26,7,3,1,2,4,1.91,84.4,-1.1,3,19,2018-11-03
F,"Kyle KuzmaOLALPF, SF",@Por,W 114-110,29,6,0,0,1,12,-3.39,84.4,-7.3,3,19,2018-11-03
UTIL,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,19,2018-11-03
UTIL,Zach LaVineOChiSG,Hou,L 88-96,38,4,4,1,0,21,,80.6,-4.6,3,19,2018-11-03
UTIL,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,3,19,2018-11-03
Bench,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,19,2018-11-03
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,19,2018-11-03
Bench,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,19,2018-11-03
C,Joel EmbiidDTDPhiC,Det,W 109-99,34,17,1,0,2,39,3.83,99.7,0.0,4,19,2018-11-03
G,"James HardenHouSG, PG",@Chi,W 96-88,33,1,7,4,0,25,9.59,99.8,-0.1,4,19,2018-11-03
G,Victor OladipoOIndSG,Bos,W 102-101,37,12,3,3,0,24,,53.3,+2.0,4,19,2018-11-03
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,19,2018-11-03
F,"DeMar DeRozanSASG, SF",NO,W 109-95,38,3,4,0,0,26,5.87,99.7,-0.1,4,19,2018-11-03
F,"Jayson TatumBosSF, PF",@Ind,L 101-102,33,7,3,0,1,14,1.38,93.8,-4.2,4,19,2018-11-03
F,"Jerami GrantOKCSF, PF",,,,,,,,,4.03,71.8,+1.9,4,19,2018-11-03
UTIL,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,19,2018-11-03
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,19,2018-11-03
UTIL,Jusuf NurkicOPorC,LAL,L 110-114,30,13,2,1,2,14,,65.9,-1.1,4,19,2018-11-03
Bench,"Tim Hardaway Jr.ODalSG, SF",,,,,,,,,,59.8,-0.7,4,19,2018-11-03
Bench,Elfrid PaytonNOPG,@SA,L 95-109,,,,,,,4.39,76.9,-3.3,4,19,2018-11-03
Bench,"Caris LeVertBknSF, SG",,,,,,,,,3.12,39.7,+3.6,4,19,2018-11-03
C,Al HorfordDTDBosC,@Ind,L 101-102,29,5,1,1,1,14,3.25,89.6,-3.4,5,19,2018-11-03
G,Damian LillardPorPG,LAL,L 110-114,36,4,4,3,0,30,7.24,99.8,-0.1,5,19,2018-11-03
G,Kyrie IrvingBosPG,@Ind,L 101-102,27,6,3,0,1,18,2.31,96.0,-3.5,5,19,2018-11-03
G,"Donovan MitchellDTDUtahSG, PG",@Den,L 88-103,32,5,2,5,0,16,6.01,98.5,-0.5,5,19,2018-11-03
F,"Anthony DavisONOPF, C",@SA,L 95-109,40,8,3,2,5,17,-5.20,91.0,-6.3,5,19,2018-11-03
F,Paul MillsapDenPF,Utah,W 103-88,23,5,2,3,0,13,2.58,88.4,-2.0,5,19,2018-11-03
F,"Joe InglesUtahSF, SG",@Den,L 88-103,33,4,6,2,0,4,5.45,85.1,+4.0,5,19,2018-11-03
UTIL,Clint CapelaDTDHouC,@Chi,W 96-88,35,12,1,1,2,12,7.18,96.8,-2.1,5,19,2018-11-03
UTIL,Hassan WhitesideMiaC,@Atl,L 118-123,16,8,1,0,1,8,4.61,91.6,+1.7,5,19,2018-11-03
UTIL,Goran DragicMiaPG,@Atl,L 118-123,,,,,,,7.23,76.8,+2.4,5,19,2018-11-03
Bench,Kawhi LeonardTorSF,,,,,,,,,1.20,98.8,-0.6,5,19,2018-11-03
Bench,Marc GasolTorC,,,,,,,,,3.00,94.0,-1.5,5,19,2018-11-03
Bench,Trae YoungAtlPG,Mia,W 123-118,31,6,15,0,1,24,6.33,97.0,-0.6,5,19,2018-11-03
C,Enes KanterPorC,LAL,L 110-114,,,,,,,6.60,92.0,+2.7,6,19,2018-11-03
G,"Jimmy ButlerPhiSG, SF",Det,W 109-99,,,,,,,-0.19,97.7,-1.7,6,19,2018-11-03
G,CJ McCollumPorSG,LAL,L 110-114,36,5,4,0,0,30,-3.19,89.1,+4.0,6,19,2018-11-03
G,"Jamal MurrayDenPG, SG",Utah,W 103-88,35,5,4,0,0,19,7.01,95.6,-0.1,6,19,2018-11-03
F,"LeBron JamesOLALSF, PF",@Por,W 114-110,31,5,7,0,2,28,-3.82,85.5,-2.8,6,19,2018-11-03
F,"Ben SimmonsDTDPhiPG, SF",Det,W 109-99,29,5,5,5,0,9,8.18,98.4,-1.4,6,19,2018-11-03
F,Blake GriffinDTDDetPF,@Phi,L 99-109,37,13,6,2,0,38,0.18,97.2,-1.3,6,19,2018-11-03
UTIL,DeAndre JordanNYC,,,,,,,,,-4.50,86.6,-3.8,6,19,2018-11-03
UTIL,"Andrew WigginsMinSF, SG",,,,,,,,,5.65,92.1,+1.6,6,19,2018-11-03
UTIL,"Nicolas BatumChaSG, SF",Cle,W 126-94,26,8,8,1,0,9,-2.03,64.4,+0.4,6,19,2018-11-03
Bench,"Jrue HolidayONOPG, SG",@SA,L 95-109,39,4,8,0,0,29,,75.9,-1.0,6,19,2018-11-03
