pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Empty,,,,,,,,,,,,1,166,2019-03-30
G,Empty,,,,,,,,,,,,1,166,2019-03-30
G,Empty,,,,,,,,,,,,1,166,2019-03-30
G,Empty,,,,,,,,,,,,1,166,2019-03-30
F,Empty,,,,,,,,,,,,1,166,2019-03-30
F,Empty,,,,,,,,,,,,1,166,2019-03-30
F,Empty,,,,,,,,,,,,1,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,1,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,1,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,1,166,2019-03-30
Bench,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,166,2019-03-30
Bench,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,166,2019-03-30
Bench,Nikola VucevicOrlC,@Ind,W 121-116,32,2,2,2,0,19,4.36,97.8,-1.4,1,166,2019-03-30
Bench,De'Aaron FoxSacPG,@Hou,L 108-119,38,7,10,1,2,18,8.07,97.3,-1.0,1,166,2019-03-30
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,166,2019-03-30
Bench,Kris DunnOChiPG,Tor,L 101-124,,,,,,,-5.20,50.8,-1.1,1,166,2019-03-30
Bench,"D'Angelo RussellBknPG, SG",Bos,W 110-96,30,3,10,2,0,29,6.30,98.6,+0.2,1,166,2019-03-30
Bench,Kelly Oubre Jr.OPhxSF,Mem,L 115-120,,,,,,,,18.0,-2.7,1,166,2019-03-30
Bench,PJ TuckerHouSF,Sac,W 119-108,35,7,2,0,0,3,0.81,6.4,-1.6,1,166,2019-03-30
Bench,Clint CapelaDTDHouC,Sac,W 119-108,42,15,1,0,2,24,7.18,96.8,-2.1,1,166,2019-03-30
Bench,"Jonathan IsaacOrlPF, SF",@Ind,W 121-116,26,8,1,1,0,14,2.45,12.7,-5.0,1,166,2019-03-30
Bench,"Derrick FavorsUtahPF, C",,,,,,,,,-2.56,71.6,-4.8,1,166,2019-03-30
Bench,Otto Porter Jr.OChiSF,Tor,L 101-124,,,,,,,,67.8,-1.7,1,166,2019-03-30
C,Empty,,,,,,,,,,,,2,166,2019-03-30
G,Empty,,,,,,,,,,,,2,166,2019-03-30
G,Empty,,,,,,,,,,,,2,166,2019-03-30
G,Empty,,,,,,,,,,,,2,166,2019-03-30
F,Empty,,,,,,,,,,,,2,166,2019-03-30
F,Empty,,,,,,,,,,,,2,166,2019-03-30
F,Empty,,,,,,,,,,,,2,166,2019-03-30
UTIL,Andre DrummondDetC,Por,W 99-90,38,19,4,4,3,22,18.90,99.7,0.0,2,166,2019-03-30
UTIL,Myles TurnerIndC,Orl,L 116-121,33,12,2,1,1,16,6.53,88.1,-3.3,2,166,2019-03-30
UTIL,Mitchell RobinsonNYC,Mia,L 92-100,37,14,0,3,4,9,10.35,45.8,+8.7,2,166,2019-03-30
Bench,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,166,2019-03-30
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,166,2019-03-30
Bench,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,166,2019-03-30
Bench,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,166,2019-03-30
Bench,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,166,2019-03-30
Bench,Lauri MarkkanenChiPF,Tor,L 101-124,,,,,,,,69.4,-1.4,2,166,2019-03-30
Bench,Pascal SiakamTorPF,@Chi,W 124-101,,,,,,,1.39,91.4,-3.7,2,166,2019-03-30
Bench,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,2,166,2019-03-30
Bench,"Thaddeus YoungIndPF, SF",Orl,L 116-121,31,5,2,1,1,10,2.59,69.4,-3.6,2,166,2019-03-30
Bench,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,2,166,2019-03-30
C,Empty,,,,,,,,,,,,3,166,2019-03-30
G,Empty,,,,,,,,,,,,3,166,2019-03-30
G,Empty,,,,,,,,,,,,3,166,2019-03-30
G,Empty,,,,,,,,,,,,3,166,2019-03-30
F,Empty,,,,,,,,,,,,3,166,2019-03-30
F,Empty,,,,,,,,,,,,3,166,2019-03-30
F,Empty,,,,,,,,,,,,3,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,3,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,3,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,3,166,2019-03-30
Bench,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,166,2019-03-30
Bench,Karl-Anthony TownsMinC,Phi,L 109-118,32,7,2,0,1,21,5.61,99.8,-0.1,3,166,2019-03-30
Bench,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,166,2019-03-30
Bench,Chris PaulHouPG,Sac,W 119-108,30,2,5,4,0,22,7.78,97.8,-1.2,3,166,2019-03-30
Bench,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,166,2019-03-30
Bench,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,166,2019-03-30
Bench,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,166,2019-03-30
Bench,Mike ConleyOMemPG,@Phx,W 120-115,38,4,5,2,0,33,-2.26,87.3,-9.2,3,166,2019-03-30
Bench,Aaron GordonOrlPF,@Ind,W 121-116,38,10,7,2,0,23,5.90,95.8,+0.1,3,166,2019-03-30
Bench,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,166,2019-03-30
Bench,"Josh RichardsonOMiaSF, SG",@NY,W 100-92,,,,,,,-4.30,65.7,-4.6,3,166,2019-03-30
Bench,Buddy HieldSacSG,@Hou,L 108-119,36,3,3,1,1,21,4.12,95.9,-0.5,3,166,2019-03-30
Bench,Al HorfordDTDBosC,@Bkn,L 96-110,,,,,,,3.25,89.6,-3.4,3,166,2019-03-30
C,Empty,,,,,,,,,,,,4,166,2019-03-30
G,Kyle LowryTorPG,@Chi,W 124-101,28,7,8,4,0,10,4.23,97.1,-1.6,4,166,2019-03-30
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,4,166,2019-03-30
G,Empty,,,,,,,,,,,,4,166,2019-03-30
F,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,166,2019-03-30
F,"Domantas SabonisIndPF, C",Orl,L 116-121,26,6,6,0,0,10,3.36,91.8,-1.5,4,166,2019-03-30
F,"Danilo GallinariLACSF, PF",Cle,W 132-108,,,,,,,2.41,92.5,-3.1,4,166,2019-03-30
UTIL,"James HardenHouSG, PG",Sac,W 119-108,38,11,10,0,0,50,9.59,99.8,-0.1,4,166,2019-03-30
UTIL,Joel EmbiidDTDPhiC,@Min,W 118-109,,,,,,,3.83,99.7,0.0,4,166,2019-03-30
UTIL,Empty,,,,,,,,,,,,4,166,2019-03-30
