pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,@Utah,L 93-106,31,8,3,2,0,20,4.36,97.8,-1.4,1,86,2019-01-09
G,Eric BledsoeMilPG,@Hou,W 116-109,28,4,5,2,1,10,3.63,96.5,0.0,1,86,2019-01-09
G,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,86,2019-01-09
G,Kris DunnOChiPG,@Por,L 112-124,30,5,7,2,0,15,-5.20,50.8,-1.1,1,86,2019-01-09
F,"Giannis AntetokounmpoMilPF, SF",@Hou,W 116-109,37,21,5,1,0,27,4.84,99.8,-0.1,1,86,2019-01-09
F,John CollinsAtlPF,@Bkn,L 100-116,35,14,1,1,0,30,3.81,95.9,-1.3,1,86,2019-01-09
F,"Larry Nance Jr.ClePF, C",@NO,L 124-140,,,,,,,7.44,48.4,+1.9,1,86,2019-01-09
UTIL,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,86,2019-01-09
UTIL,JaVale McGeeLALC,Det,W 113-100,25,5,1,0,2,10,7.27,70.8,-6.5,1,86,2019-01-09
UTIL,"Wendell Carter Jr.OChiPF, C",@Por,L 112-124,29,6,1,0,0,22,-5.20,48.4,+1.0,1,86,2019-01-09
Bench,Ricky RubioOUtahPG,Orl,W 106-93,,,,,,,-0.97,80.4,-4.9,1,86,2019-01-09
Bench,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,86,2019-01-09
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,86,2019-01-09
C,Andre DrummondDetC,@LAL,L 100-113,32,16,1,3,2,6,18.90,99.7,0.0,2,86,2019-01-09
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,86,2019-01-09
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,86,2019-01-09
G,"D'Angelo RussellBknPG, SG",Atl,W 116-100,26,3,4,1,0,23,6.30,98.6,+0.2,2,86,2019-01-09
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,86,2019-01-09
F,"Luka DoncicDalSG, PF",Phx,W 104-94,36,5,5,3,0,30,0.92,98.5,-0.2,2,86,2019-01-09
F,Lauri MarkkanenChiPF,@Por,L 112-124,32,5,2,1,3,10,,69.4,-1.4,2,86,2019-01-09
UTIL,"Devin BookerOPhxSG, PG",@Dal,L 94-104,,,,,,,1.12,84.7,-14.3,2,86,2019-01-09
UTIL,Deandre AytonOPhxC,@Dal,L 94-104,20,5,1,1,1,6,-2.35,84.9,-7.1,2,86,2019-01-09
UTIL,Myles TurnerIndC,@Bos,L 108-135,,,,,,,6.53,88.1,-3.3,2,86,2019-01-09
Bench,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,86,2019-01-09
Bench,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,86,2019-01-09
Bench,Robert CovingtonOMinSF,,,,,,,,,,25.4,-1.4,2,86,2019-01-09
