pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,DeMarcus CousinsGSC,SA,W 141-102,17,6,3,1,2,15,8.77,90.4,-3.7,1,114,2019-02-06
G,Eric BledsoeMilPG,Wsh,W 148-129,27,6,11,2,0,22,3.63,96.5,0.0,1,114,2019-02-06
G,De'Aaron FoxSacPG,Hou,L 101-127,29,2,6,0,1,6,8.07,97.3,-1.0,1,114,2019-02-06
G,"D'Angelo RussellBknPG, SG",Den,W 135-130,35,6,11,0,0,27,6.30,98.6,+0.2,1,114,2019-02-06
F,"Giannis AntetokounmpoMilPF, SF",Wsh,W 148-129,31,6,4,3,0,43,4.84,99.8,-0.1,1,114,2019-02-06
F,"Nikola JokicDenC, PF",@Bkn,L 130-135,34,14,10,1,1,25,10.34,99.9,0.0,1,114,2019-02-06
F,Kelly Oubre Jr.OPhxSF,@Utah,L 88-116,32,4,3,1,1,16,,18.0,-2.7,1,114,2019-02-06
UTIL,Kris DunnOChiPG,NO,L 120-125,38,4,8,2,1,18,-5.20,50.8,-1.1,1,114,2019-02-06
UTIL,PJ TuckerHouSF,@Sac,W 127-101,34,10,1,5,0,2,0.81,6.4,-1.6,1,114,2019-02-06
UTIL,"Kenneth FariedHouPF, C",@Sac,W 127-101,30,11,1,1,2,13,-1.76,12.5,-1.7,1,114,2019-02-06
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,114,2019-02-06
Bench,"Jerami GrantOKCSF, PF",,,,,,,,,4.03,71.8,+1.9,1,114,2019-02-06
Bench,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,114,2019-02-06
C,Jahlil OkaforNOC,@Chi,W 125-120,25,5,0,0,0,13,2.22,5.9,-0.3,2,114,2019-02-06
G,Stephen CurryGSPG,SA,W 141-102,29,5,7,2,1,19,8.07,99.8,-0.1,2,114,2019-02-06
G,Kemba WalkerChaPG,@Dal,L 93-99,37,11,6,2,0,30,7.08,99.9,0.0,2,114,2019-02-06
G,"Tomas SatoranskyWshSG, PG",@Mil,L 129-148,38,7,10,1,0,16,2.09,31.6,-12.4,2,114,2019-02-06
F,"Kevin DurantGSSF, PF",SA,W 141-102,29,8,9,2,0,23,7.33,99.9,0.0,2,114,2019-02-06
F,"Luka DoncicDalSG, PF",Cha,W 99-93,35,10,11,1,0,19,0.92,98.5,-0.2,2,114,2019-02-06
F,Lauri MarkkanenChiPF,NO,L 120-125,41,10,2,0,0,30,,69.4,-1.4,2,114,2019-02-06
UTIL,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,114,2019-02-06
UTIL,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,2,114,2019-02-06
UTIL,"Jonathan IsaacOrlPF, SF",,,,,,,,,2.45,12.7,-5.0,2,114,2019-02-06
Bench,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,114,2019-02-06
Bench,"Devin BookerOPhxSG, PG",@Utah,L 88-116,,,,,,,1.12,84.7,-14.3,2,114,2019-02-06
