pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Empty,,,,,,,,,,,,1,151,2019-03-15
G,De'Aaron FoxSacPG,@Phi,L 114-123,29,2,6,0,1,16,8.07,97.3,-1.0,1,151,2019-03-15
G,Kris DunnOChiPG,@LAC,L 121-128,28,5,3,0,1,14,-5.20,50.8,-1.1,1,151,2019-03-15
G,Empty,,,,,,,,,,,,1,151,2019-03-15
F,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,151,2019-03-15
F,PJ TuckerHouSF,Phx,W 108-102,32,5,0,5,0,0,0.81,6.4,-1.6,1,151,2019-03-15
F,Empty,,,,,,,,,,,,1,151,2019-03-15
UTIL,"Giannis AntetokounmpoMilPF, SF",@Mia,W 113-98,35,16,9,2,3,33,4.84,99.8,-0.1,1,151,2019-03-15
UTIL,Kelly Oubre Jr.OPhxSF,@Hou,L 102-108,36,4,2,5,2,22,,18.0,-2.7,1,151,2019-03-15
UTIL,Clint CapelaDTDHouC,Phx,W 108-102,33,11,0,1,1,14,7.18,96.8,-2.1,1,151,2019-03-15
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,151,2019-03-15
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,151,2019-03-15
Bench,"D'Angelo RussellBknPG, SG",,,,,,,,,6.30,98.6,+0.2,1,151,2019-03-15
Bench,"Jonathan IsaacOrlPF, SF",,,,,,,,,2.45,12.7,-5.0,1,151,2019-03-15
Bench,"Derrick FavorsUtahPF, C",,,,,,,,,-2.56,71.6,-4.8,1,151,2019-03-15
Bench,Otto Porter Jr.OChiSF,@LAC,L 121-128,30,2,0,0,0,15,,67.8,-1.7,1,151,2019-03-15
C,Empty,,,,,,,,,,,,2,151,2019-03-15
G,Empty,,,,,,,,,,,,2,151,2019-03-15
G,Empty,,,,,,,,,,,,2,151,2019-03-15
G,Empty,,,,,,,,,,,,2,151,2019-03-15
F,Empty,,,,,,,,,,,,2,151,2019-03-15
F,Empty,,,,,,,,,,,,2,151,2019-03-15
F,Empty,,,,,,,,,,,,2,151,2019-03-15
UTIL,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,151,2019-03-15
UTIL,Pascal SiakamTorPF,,,,,,,,,1.39,91.4,-3.7,2,151,2019-03-15
UTIL,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,2,151,2019-03-15
Bench,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,151,2019-03-15
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,151,2019-03-15
Bench,Andre DrummondDetC,LAL,W 111-97,37,23,0,0,2,19,18.90,99.7,0.0,2,151,2019-03-15
Bench,Kemba WalkerChaPG,@Wsh,W 116-110,36,5,4,3,1,28,7.08,99.9,0.0,2,151,2019-03-15
Bench,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,151,2019-03-15
Bench,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,151,2019-03-15
Bench,Lauri MarkkanenChiPF,@LAC,L 121-128,28,8,1,0,0,10,,69.4,-1.4,2,151,2019-03-15
Bench,Mitchell RobinsonNYC,@SA,L 83-109,21,10,1,1,2,2,10.35,45.8,+8.7,2,151,2019-03-15
Bench,"Thaddeus YoungIndPF, SF",,,,,,,,,2.59,69.4,-3.6,2,151,2019-03-15
Bench,"Montrezl HarrellLACC, PF",Chi,W 128-121,24,5,2,1,3,26,3.59,89.7,-1.4,2,151,2019-03-15
C,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,151,2019-03-15
G,Chris PaulHouPG,Phx,W 108-102,,,,,,,7.78,97.8,-1.2,3,151,2019-03-15
G,Bradley BealWshSG,Cha,L 110-116,45,5,5,1,1,40,4.70,98.1,-1.7,3,151,2019-03-15
G,Buddy HieldSacSG,@Phi,L 114-123,31,5,0,1,0,14,4.12,95.9,-0.5,3,151,2019-03-15
F,"LaMarcus AldridgeSAPF, C",NY,W 109-83,27,11,0,0,0,18,6.85,99.7,-0.1,3,151,2019-03-15
F,"Khris MiddletonMilSF, SG",@Mia,W 113-98,32,5,8,1,0,21,1.81,98.9,+0.5,3,151,2019-03-15
F,"Josh RichardsonOMiaSF, SG",Mil,L 98-113,37,3,2,1,0,11,-4.30,65.7,-4.6,3,151,2019-03-15
UTIL,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,151,2019-03-15
UTIL,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,151,2019-03-15
UTIL,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,3,151,2019-03-15
