pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,Nikola VucevicOrlC,@OKC,L 122-132,34,9,5,1,0,17,4.36,97.8,-1.4,1,113,2019-02-05
G,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,1,113,2019-02-05
G,"D'Angelo RussellBknPG, SG",,,,,,,,,6.30,98.6,+0.2,1,113,2019-02-05
G,Empty,,,,,,,,,,,,1,113,2019-02-05
F,"Jerami GrantOKCSF, PF",Orl,W 132-122,35,11,0,1,1,19,4.03,71.8,+1.9,1,113,2019-02-05
F,"Serge IbakaTorPF, C",@Phi,W 119-107,27,10,3,0,0,20,3.34,85.3,-3.2,1,113,2019-02-05
F,Empty,,,,,,,,,,,,1,113,2019-02-05
UTIL,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,113,2019-02-05
UTIL,Kris DunnOChiPG,,,,,,,,,-5.20,50.8,-1.1,1,113,2019-02-05
UTIL,Empty,,,,,,,,,,,,1,113,2019-02-05
Bench,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,113,2019-02-05
Bench,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,113,2019-02-05
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,113,2019-02-05
Bench,Kelly Oubre Jr.OPhxSF,,,,,,,,,,18.0,-2.7,1,113,2019-02-05
Bench,PJ TuckerHouSF,,,,,,,,,0.81,6.4,-1.6,1,113,2019-02-05
Bench,"Kenneth FariedHouPF, C",,,,,,,,,-1.76,12.5,-1.7,1,113,2019-02-05
C,Andre DrummondDetC,@NY,W 105-92,36,16,0,1,5,17,18.90,99.7,0.0,2,113,2019-02-05
G,Kemba WalkerChaPG,LAC,L 115-117,39,5,9,3,0,32,7.08,99.9,0.0,2,113,2019-02-05
G,"Shai Gilgeous-AlexanderLACPG, SG",@Cha,W 117-115,18,2,3,0,0,6,5.46,39.6,+0.6,2,113,2019-02-05
G,Empty,,,,,,,,,,,,2,113,2019-02-05
F,Paul GeorgeDTDOKCSF,Orl,W 132-122,36,8,3,3,0,39,8.72,99.8,-0.1,2,113,2019-02-05
F,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,113,2019-02-05
F,"Jonathan IsaacOrlPF, SF",@OKC,L 122-132,29,4,1,1,2,14,2.45,12.7,-5.0,2,113,2019-02-05
UTIL,Myles TurnerIndC,LAL,W 136-94,22,1,0,0,4,22,6.53,88.1,-3.3,2,113,2019-02-05
UTIL,Jahlil OkaforNOC,,,,,,,,,2.22,5.9,-0.3,2,113,2019-02-05
UTIL,Al HorfordDTDBosC,@Cle,W 103-96,30,6,8,0,3,9,3.25,89.6,-3.4,2,113,2019-02-05
Bench,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,113,2019-02-05
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,113,2019-02-05
Bench,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,113,2019-02-05
Bench,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,2,113,2019-02-05
C,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,113,2019-02-05
G,Russell WestbrookOKCPG,Orl,W 132-122,36,15,16,1,1,16,15.16,99.9,0.0,3,113,2019-02-05
G,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,113,2019-02-05
G,Mike ConleyOMemPG,Min,W 108-106,34,3,9,3,0,25,-2.26,87.3,-9.2,3,113,2019-02-05
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,113,2019-02-05
F,Aaron GordonOrlPF,@OKC,L 122-132,36,6,10,3,1,18,5.90,95.8,+0.1,3,113,2019-02-05
F,"Josh RichardsonOMiaSF, SG",@Por,W 118-108,34,4,2,2,0,18,-4.30,65.7,-4.6,3,113,2019-02-05
UTIL,Karl-Anthony TownsMinC,@Mem,L 106-108,35,18,3,0,1,26,5.61,99.8,-0.1,3,113,2019-02-05
UTIL,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,113,2019-02-05
UTIL,Brook LopezMilC,,,,,,,,,4.02,64.2,-4.3,3,113,2019-02-05
Bench,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,113,2019-02-05
Bench,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,113,2019-02-05
Bench,Buddy HieldSacSG,,,,,,,,,4.12,95.9,-0.5,3,113,2019-02-05
C,Joel EmbiidDTDPhiC,Tor,L 107-119,42,13,2,1,3,37,3.83,99.7,0.0,4,113,2019-02-05
G,Kyle LowryTorPG,@Phi,W 119-107,35,1,6,2,0,20,4.23,97.1,-1.6,4,113,2019-02-05
G,"Justise WinslowMiaSF, PG",@Por,W 118-108,35,6,5,0,0,10,1.09,24.4,+2.4,4,113,2019-02-05
G,Lou WilliamsLACSG,@Cha,W 117-115,32,3,6,0,1,31,2.44,95.9,-0.9,4,113,2019-02-05
F,"Jayson TatumBosSF, PF",@Cle,W 103-96,34,7,2,1,3,25,1.38,93.8,-4.2,4,113,2019-02-05
F,"Domantas SabonisIndPF, C",LAL,W 136-94,22,4,4,0,0,17,3.36,91.8,-1.5,4,113,2019-02-05
F,"Brandon IngramOLALSF, SG",@Ind,L 94-136,29,6,1,0,0,12,,65.5,+0.7,4,113,2019-02-05
UTIL,Steven AdamsOKCC,Orl,W 132-122,36,4,1,2,0,14,6.44,95.7,+0.3,4,113,2019-02-05
UTIL,Jusuf NurkicOPorC,Mia,L 108-118,23,5,6,1,0,8,,65.9,-1.1,4,113,2019-02-05
UTIL,Rajon RondoLALPG,@Ind,L 94-136,28,0,6,0,1,3,6.19,45.0,-13.6,4,113,2019-02-05
Bench,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,113,2019-02-05
Bench,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,113,2019-02-05
Bench,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,113,2019-02-05
C,Hassan WhitesideMiaC,@Por,W 118-108,30,11,0,4,2,28,4.61,91.6,+1.7,5,113,2019-02-05
G,Damian LillardPorPG,Mia,L 108-118,35,3,10,1,0,13,7.24,99.8,-0.1,5,113,2019-02-05
G,Trae YoungAtlPG,,,,,,,,,6.33,97.0,-0.6,5,113,2019-02-05
G,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,5,113,2019-02-05
F,Kawhi LeonardTorSF,@Phi,W 119-107,35,7,3,3,0,24,1.20,98.8,-0.6,5,113,2019-02-05
