pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,91,2019-01-14
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,91,2019-01-14
G,De'Aaron FoxSacPG,Por,W 115-107,32,2,9,2,0,16,8.07,97.3,-1.0,1,91,2019-01-14
G,Empty,,,,,,,,,,,,1,91,2019-01-14
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,91,2019-01-14
F,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,91,2019-01-14
F,"Serge IbakaOKCPF, C",,,,,,,,,3.34,85.3,-3.2,1,91,2019-01-14
UTIL,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,91,2019-01-14
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,91,2019-01-14
UTIL,Empty,,,,,,,,,,,,1,91,2019-01-14
Bench,Ricky RubioOUtahPG,Det,W 100-94,,,,,,,-0.97,80.4,-4.9,1,91,2019-01-14
Bench,"Wendell Carter Jr.OChiPF, C",,,,,,,,,-5.20,48.4,+1.0,1,91,2019-01-14
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,91,2019-01-14
Bench,Kris DunnOChiPG,,,,,,,,,-5.20,50.8,-1.1,1,91,2019-01-14
Bench,De'Anthony MeltonPhxPG,,,,,,,,,1.31,0.2,0.0,1,91,2019-01-14
C,Andre DrummondDetC,@Utah,L 94-100,35,13,1,3,0,15,18.90,99.7,0.0,2,91,2019-01-14
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,91,2019-01-14
G,Kemba WalkerChaPG,@SA,W 108-93,37,4,5,2,0,33,7.08,99.9,0.0,2,91,2019-01-14
G,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,91,2019-01-14
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,91,2019-01-14
F,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,91,2019-01-14
F,"Montrezl HarrellLACC, PF",NO,L 117-121,34,10,4,0,0,26,3.59,89.7,-1.4,2,91,2019-01-14
