pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",@SA,L 103-111,31,4,10,2,0,4,10.34,99.9,0.0,1,72,2018-12-26
G,John WallOWshPG,@Det,L 95-106,38,7,8,0,1,21,,55.3,+2.2,1,72,2018-12-26
G,De'Aaron FoxSacPG,@LAC,L 118-127,30,6,9,2,0,19,8.07,97.3,-1.0,1,72,2018-12-26
G,Kent BazemoreAtlSG,Ind,L 121-129,31,1,4,2,1,32,-0.04,13.7,-1.5,1,72,2018-12-26
F,John CollinsAtlPF,Ind,L 121-129,27,11,0,0,1,21,3.81,95.9,-1.3,1,72,2018-12-26
F,"Serge IbakaTorPF, C",@Mia,W 106-104,30,3,4,0,1,6,3.34,85.3,-3.2,1,72,2018-12-26
F,"Wendell Carter Jr.OChiPF, C",Min,L 94-119,23,9,1,0,2,12,-5.20,48.4,+1.0,1,72,2018-12-26
UTIL,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,72,2018-12-26
UTIL,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,72,2018-12-26
UTIL,Nikola VucevicOrlC,Phx,L 120-122,39,13,2,2,0,22,4.36,97.8,-1.4,1,72,2018-12-26
Bench,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,72,2018-12-26
Bench,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,72,2018-12-26
Bench,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,72,2018-12-26
C,Andre DrummondDetC,Wsh,W 106-95,35,11,4,3,2,16,18.90,99.7,0.0,2,72,2018-12-26
G,Kemba WalkerChaPG,@Bkn,L 132-134,44,6,5,2,0,35,7.08,99.9,0.0,2,72,2018-12-26
G,"Devin BookerOPhxSG, PG",@Orl,W 122-120,40,7,8,2,1,35,1.12,84.7,-14.3,2,72,2018-12-26
G,"D'Angelo RussellBknPG, SG",Cha,W 134-132,27,2,4,1,1,16,6.30,98.6,+0.2,2,72,2018-12-26
F,"Luka DoncicDalSG, PF",NO,W 122-119,31,9,10,1,0,21,0.92,98.5,-0.2,2,72,2018-12-26
F,Robert CovingtonOMinSF,@Chi,W 119-94,37,9,3,0,1,8,,25.4,-1.4,2,72,2018-12-26
F,Lauri MarkkanenChiPF,Min,L 94-119,32,7,0,0,0,16,,69.4,-1.4,2,72,2018-12-26
UTIL,Deandre AytonOPhxC,@Orl,W 122-120,34,12,3,0,3,8,-2.35,84.9,-7.1,2,72,2018-12-26
UTIL,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,72,2018-12-26
UTIL,Myles TurnerIndC,@Atl,W 129-121,26,6,4,0,1,11,6.53,88.1,-3.3,2,72,2018-12-26
Bench,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,72,2018-12-26
Bench,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,72,2018-12-26
Bench,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,72,2018-12-26
C,Karl-Anthony TownsMinC,@Chi,W 119-94,35,20,4,0,0,20,5.61,99.8,-0.1,3,72,2018-12-26
G,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,72,2018-12-26
G,Bradley BealWshSG,@Det,L 95-106,45,4,1,2,2,21,4.70,98.1,-1.7,3,72,2018-12-26
G,Mike ConleyOMemPG,Cle,W 95-87,33,2,8,2,0,15,-2.26,87.3,-9.2,3,72,2018-12-26
F,"LaMarcus AldridgePorPF, C",,,33,4,2,1,0,27,6.85,99.7,-0.1,3,72,2018-12-26
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,72,2018-12-26
F,"Josh RichardsonOMiaSF, SG",Tor,L 104-106,36,2,7,1,1,17,-4.30,65.7,-4.6,3,72,2018-12-26
UTIL,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,72,2018-12-26
UTIL,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,72,2018-12-26
UTIL,Aaron GordonOrlPF,Phx,L 120-122,42,9,2,2,1,11,5.90,95.8,+0.1,3,72,2018-12-26
Bench,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,72,2018-12-26
Bench,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,3,72,2018-12-26
Bench,Brook LopezMilC,,,,,,,,,4.02,64.2,-4.3,3,72,2018-12-26
C,Jarrett AllenBknC,Cha,W 134-132,24,9,1,0,1,7,2.16,81.5,+1.5,4,72,2018-12-26
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,72,2018-12-26
G,Victor OladipoOIndSG,@Atl,W 129-121,35,7,7,1,0,16,,53.3,+2.0,4,72,2018-12-26
