pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",@LAL,L 114-121,33,11,3,1,1,24,10.34,99.9,0.0,1,10,2018-10-25
G,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,10,2018-10-25
G,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,10,2018-10-25
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,10,2018-10-25
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,10,2018-10-25
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,1,10,2018-10-25
F,"Kevin LoveClePF, C",@Det,L 103-110,,,,,,,-3.61,82.2,-9.3,1,10,2018-10-25
UTIL,Lonzo BallOLALPG,Den,W 121-114,33,6,8,5,0,12,,63.0,+0.7,1,10,2018-10-25
UTIL,Nikola VucevicOrlC,Por,L 114-128,31,11,3,2,1,24,4.36,97.8,-1.4,1,10,2018-10-25
UTIL,JaVale McGeeLALC,Den,W 121-114,32,7,2,1,1,21,7.27,70.8,-6.5,1,10,2018-10-25
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,10,2018-10-25
Bench,Nikola MiroticOMilPF,,,,,,,,,-5.20,57.3,-1.0,1,10,2018-10-25
Bench,"Serge IbakaTorPF, C",,,,,,,,,3.34,85.3,-3.2,1,10,2018-10-25
C,Andre DrummondDetC,Cle,W 110-103,37,22,0,0,1,26,18.90,99.7,0.0,2,10,2018-10-25
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,10,2018-10-25
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,10,2018-10-25
G,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,10,2018-10-25
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,10,2018-10-25
F,Paul GeorgeDTDOKCSF,Bos,L 95-101,36,8,1,1,0,22,8.72,99.8,-0.1,2,10,2018-10-25
F,Otto Porter Jr.OChiSF,,,,,,,,,,67.8,-1.7,2,10,2018-10-25
UTIL,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,10,2018-10-25
UTIL,Gary HarrisDenSG,@LAL,L 114-121,36,3,5,0,0,13,2.16,55.4,-0.6,2,10,2018-10-25
UTIL,Myles TurnerFAC,,,,,,,,,6.53,88.1,-3.3,2,10,2018-10-25
Bench,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,10,2018-10-25
Bench,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,10,2018-10-25
Bench,Dwight HowardOWshC,,,,,,,,,,54.1,+1.2,2,10,2018-10-25
C,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,10,2018-10-25
G,Russell WestbrookOKCPG,Bos,L 95-101,32,15,8,0,0,13,15.16,99.9,0.0,3,10,2018-10-25
G,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,10,2018-10-25
G,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,10,2018-10-25
F,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,10,2018-10-25
F,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,10,2018-10-25
F,"Gordon HaywardBosSF, SG",@OKC,W 101-95,24,7,1,0,0,5,1.91,84.4,-1.1,3,10,2018-10-25
UTIL,"Kyle KuzmaOLALPF, SF",Den,W 121-114,34,3,0,1,2,22,-3.39,84.4,-7.3,3,10,2018-10-25
UTIL,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,3,10,2018-10-25
UTIL,Aaron GordonOrlPF,Por,L 114-128,28,4,2,0,1,17,5.90,95.8,+0.1,3,10,2018-10-25
Bench,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,10,2018-10-25
Bench,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,10,2018-10-25
Bench,De'Aaron FoxSacPG,,,,,,,,,8.07,97.3,-1.0,3,10,2018-10-25
C,Joel EmbiidDTDPhiC,,,,,,,,,3.83,99.7,0.0,4,10,2018-10-25
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,10,2018-10-25
G,Victor OladipoOIndSG,,,,,,,,,,53.3,+2.0,4,10,2018-10-25
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,10,2018-10-25
F,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,10,2018-10-25
F,"Jayson TatumBosSF, PF",@OKC,W 101-95,34,6,1,1,0,24,1.38,93.8,-4.2,4,10,2018-10-25
F,"Tim Hardaway Jr.ODalSG, SF",,,,,,,,,,59.8,-0.7,4,10,2018-10-25
UTIL,Steven AdamsOKCC,Bos,L 95-101,33,6,2,0,1,12,6.44,95.7,+0.3,4,10,2018-10-25
UTIL,"Jaylen BrownBosSG, SF",@OKC,W 101-95,24,3,2,1,0,6,-1.14,63.4,-1.8,4,10,2018-10-25
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,10,2018-10-25
Bench,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,4,10,2018-10-25
Bench,Kristaps PorzingisODalPF,,,,,,,,,,18.2,-0.5,4,10,2018-10-25
Bench,"Jerami GrantOKCSF, PF",Bos,L 95-101,31,6,1,2,1,10,4.03,71.8,+1.9,4,10,2018-10-25
C,Al HorfordDTDBosC,@OKC,W 101-95,31,9,2,1,1,19,3.25,89.6,-3.4,5,10,2018-10-25
G,Damian LillardPorPG,@Orl,W 128-114,36,7,6,1,0,41,7.24,99.8,-0.1,5,10,2018-10-25
G,Kyrie IrvingBosPG,@OKC,W 101-95,34,5,5,0,0,15,2.31,96.0,-3.5,5,10,2018-10-25
G,Trae YoungAtlPG,,,,,,,,,6.33,97.0,-0.6,5,10,2018-10-25
F,Kawhi LeonardSASF,,,,,,,,,1.20,98.8,-0.6,5,10,2018-10-25
F,"Brandon IngramOLALSF, SG",Den,W 121-114,,,,,,,,65.5,+0.7,5,10,2018-10-25
F,Paul MillsapDenPF,@LAL,L 114-121,28,5,2,0,2,6,2.58,88.4,-2.0,5,10,2018-10-25
UTIL,"Anthony DavisONOPF, C",,,,,,,,,-5.20,91.0,-6.3,5,10,2018-10-25
UTIL,Clint CapelaDTDHouC,,,,,,,,,7.18,96.8,-2.1,5,10,2018-10-25
UTIL,Hassan WhitesideMiaC,,,,,,,,,4.61,91.6,+1.7,5,10,2018-10-25
Bench,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,10,2018-10-25
Bench,Goran DragicMiaPG,,,,,,,,,7.23,76.8,+2.4,5,10,2018-10-25
Bench,Marc GasolTorC,,,,,,,,,3.00,94.0,-1.5,5,10,2018-10-25
C,Enes KanterPorC,@Orl,W 128-114,,,,,,,6.60,92.0,+2.7,6,10,2018-10-25
G,"Jimmy ButlerPhiSG, SF",,,,,,,,,-0.19,97.7,-1.7,6,10,2018-10-25
G,CJ McCollumPorSG,@Orl,W 128-114,29,2,2,1,0,22,-3.19,89.1,+4.0,6,10,2018-10-25
G,"Jamal MurrayDenPG, SG",@LAL,L 114-121,34,10,1,1,1,22,7.01,95.6,-0.1,6,10,2018-10-25
F,"LeBron JamesOCleSF, PF",@Det,L 103-110,35,11,11,3,0,28,-3.82,85.5,-2.8,6,10,2018-10-25
F,"Ben SimmonsDTDPhiPG, SF",,,,,,,,,8.18,98.4,-1.4,6,10,2018-10-25
F,Blake GriffinDTDDetPF,Cle,W 110-103,36,10,3,1,1,26,0.18,97.2,-1.3,6,10,2018-10-25
UTIL,DeAndre JordanNYC,,,,,,,,,-4.50,86.6,-3.8,6,10,2018-10-25
UTIL,"Andrew WigginsMinSF, SG",,,,,,,,,5.65,92.1,+1.6,6,10,2018-10-25
UTIL,"Nicolas BatumChaSG, SF",,,,,,,,,-2.03,64.4,+0.4,6,10,2018-10-25
Bench,"Jrue HolidayONOPG, SG",,,,,,,,,,75.9,-1.0,6,10,2018-10-25
Bench,"Julius RandleNOPF, C",,,,,,,,,1.38,95.3,-3.6,6,10,2018-10-25
Bench,"Tobias HarrisPhiPF, SF",,,,,,,,,2.47,97.4,-2.0,6,10,2018-10-25
