pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,15,2018-10-30
G,John WallOWshPG,@Mem,L 95-107,34,5,7,3,0,22,,55.3,+2.2,1,15,2018-10-30
G,Ricky RubioOUtahPG,,,,,,,,,-0.97,80.4,-4.9,1,15,2018-10-30
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,15,2018-10-30
F,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,15,2018-10-30
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,1,15,2018-10-30
F,Nikola MiroticOMilPF,,,,,,,,,-5.20,57.3,-1.0,1,15,2018-10-30
UTIL,Nikola VucevicOrlC,Sac,L 99-107,27,15,5,1,1,15,4.36,97.8,-1.4,1,15,2018-10-30
UTIL,"Serge IbakaTorPF, C",Phi,W 129-112,30,8,1,2,3,16,3.34,85.3,-3.2,1,15,2018-10-30
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,15,2018-10-30
Bench,"Kevin LoveClePF, C",Atl,W 136-114,,,,,,,-3.61,82.2,-9.3,1,15,2018-10-30
Bench,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,1,15,2018-10-30
Bench,John CollinsAtlPF,@Cle,L 114-136,,,,,,,3.81,95.9,-1.3,1,15,2018-10-30
C,Andre DrummondDetC,@Bos,L 105-108,31,12,2,2,1,17,18.90,99.7,0.0,2,15,2018-10-30
G,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,15,2018-10-30
G,Kemba WalkerChaPG,Mia,W 125-113,35,4,8,0,0,19,7.08,99.9,0.0,2,15,2018-10-30
G,Gary HarrisDenSG,,,,,,,,,2.16,55.4,-0.6,2,15,2018-10-30
F,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,15,2018-10-30
F,Paul GeorgeDTDOKCSF,LAC,W 128-110,34,12,4,0,2,32,8.72,99.8,-0.1,2,15,2018-10-30
F,Otto Porter Jr.OChiSF,,,38,6,3,1,0,15,,67.8,-1.7,2,15,2018-10-30
UTIL,Deandre AytonOPhxC,,,,,,,,,-2.35,84.9,-7.1,2,15,2018-10-30
UTIL,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,15,2018-10-30
UTIL,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,15,2018-10-30
Bench,"Devin BookerOPhxSG, PG",,,,,,,,,1.12,84.7,-14.3,2,15,2018-10-30
Bench,Klay ThompsonGSSG,,,,,,,,,1.34,97.9,-1.5,2,15,2018-10-30
Bench,Dwight HowardOWshC,@Mem,L 95-107,,,,,,,,54.1,+1.2,2,15,2018-10-30
C,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,15,2018-10-30
G,Russell WestbrookOKCPG,LAC,W 128-110,34,4,8,3,1,32,15.16,99.9,0.0,3,15,2018-10-30
G,Chris PaulHouPG,Por,L 85-104,37,5,9,2,0,17,7.78,97.8,-1.2,3,15,2018-10-30
G,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,3,15,2018-10-30
F,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,15,2018-10-30
F,"Gordon HaywardBosSF, SG",Det,W 108-105,26,4,3,0,0,6,1.91,84.4,-1.1,3,15,2018-10-30
F,Aaron GordonOrlPF,Sac,L 99-107,34,10,3,2,2,18,5.90,95.8,+0.1,3,15,2018-10-30
UTIL,Mike ConleyOMemPG,Wsh,W 107-95,35,3,7,1,1,19,-2.26,87.3,-9.2,3,15,2018-10-30
UTIL,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,3,15,2018-10-30
UTIL,De'Aaron FoxSacPG,@Orl,W 107-99,31,2,5,2,0,14,8.07,97.3,-1.0,3,15,2018-10-30
Bench,"LaMarcus AldridgeSAPF, C",,,,,,,,,6.85,99.7,-0.1,3,15,2018-10-30
Bench,Bradley BealWshSG,@Mem,L 95-107,40,3,7,2,3,17,4.70,98.1,-1.7,3,15,2018-10-30
Bench,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,15,2018-10-30
C,Joel EmbiidDTDPhiC,@Tor,L 112-129,33,11,4,0,1,31,3.83,99.7,0.0,4,15,2018-10-30
G,Victor OladipoOIndSG,,,,,,,,,,53.3,+2.0,4,15,2018-10-30
G,Kyle LowryTorPG,Phi,W 129-112,37,3,12,1,0,20,4.23,97.1,-1.6,4,15,2018-10-30
G,"DeMar DeRozanSASG, SF",,,,,,,,,5.87,99.7,-0.1,4,15,2018-10-30
F,"Jayson TatumBosSF, PF",Det,W 108-105,30,6,3,0,0,16,1.38,93.8,-4.2,4,15,2018-10-30
F,"Tim Hardaway Jr.ODalSG, SF",,,,,,,,,,59.8,-0.7,4,15,2018-10-30
F,"Jerami GrantOKCSF, PF",LAC,W 128-110,26,5,1,1,0,12,4.03,71.8,+1.9,4,15,2018-10-30
UTIL,Steven AdamsOKCC,LAC,W 128-110,38,10,2,3,1,18,6.44,95.7,+0.3,4,15,2018-10-30
UTIL,Jarrett AllenBknC,,,,,,,,,2.16,81.5,+1.5,4,15,2018-10-30
UTIL,Jusuf NurkicOPorC,@Hou,W 104-85,24,10,2,0,1,22,,65.9,-1.1,4,15,2018-10-30
Bench,"James HardenHouSG, PG",Por,L 85-104,,,,,,,9.59,99.8,-0.1,4,15,2018-10-30
Bench,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,4,15,2018-10-30
Bench,Elfrid PaytonNOPG,,,,,,,,,4.39,76.9,-3.3,4,15,2018-10-30
C,Al HorfordDTDBosC,Det,W 108-105,33,5,4,1,1,11,3.25,89.6,-3.4,5,15,2018-10-30
G,Damian LillardPorPG,@Hou,W 104-85,28,3,7,1,0,22,7.24,99.8,-0.1,5,15,2018-10-30
G,Kyrie IrvingBosPG,Det,W 108-105,33,5,5,1,0,31,2.31,96.0,-3.5,5,15,2018-10-30
G,Trae YoungAtlPG,@Cle,L 114-136,31,1,4,0,0,24,6.33,97.0,-0.6,5,15,2018-10-30
F,"Anthony DavisONOPF, C",,,,,,,,,-5.20,91.0,-6.3,5,15,2018-10-30
F,Kawhi LeonardTorSF,Phi,W 129-112,34,7,4,4,0,31,1.20,98.8,-0.6,5,15,2018-10-30
F,Paul MillsapDenPF,,,,,,,,,2.58,88.4,-2.0,5,15,2018-10-30
UTIL,Clint CapelaDTDHouC,Por,L 85-104,30,14,1,0,3,14,7.18,96.8,-2.1,5,15,2018-10-30
UTIL,Goran DragicMiaPG,@Cha,L 113-125,25,1,3,0,0,9,7.23,76.8,+2.4,5,15,2018-10-30
UTIL,Marc GasolTorC,Phi,W 129-112,36,5,6,5,0,19,3.00,94.0,-1.5,5,15,2018-10-30
Bench,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,15,2018-10-30
Bench,Hassan WhitesideMiaC,@Cha,L 113-125,29,12,0,0,2,16,4.61,91.6,+1.7,5,15,2018-10-30
Bench,"Joe InglesUtahSF, SG",,,,,,,,,5.45,85.1,+4.0,5,15,2018-10-30
C,Enes KanterPorC,@Hou,W 104-85,,,,,,,6.60,92.0,+2.7,6,15,2018-10-30
G,"Jimmy ButlerPhiSG, SF",@Tor,L 112-129,,,,,,,-0.19,97.7,-1.7,6,15,2018-10-30
G,CJ McCollumPorSG,@Hou,W 104-85,28,4,2,0,1,19,-3.19,89.1,+4.0,6,15,2018-10-30
G,"Jamal MurrayDenPG, SG",,,,,,,,,7.01,95.6,-0.1,6,15,2018-10-30
F,"LeBron JamesOLALSF, PF",,,,,,,,,-3.82,85.5,-2.8,6,15,2018-10-30
F,"Ben SimmonsDTDPhiPG, SF",@Tor,L 112-129,34,8,10,0,0,11,8.18,98.4,-1.4,6,15,2018-10-30
F,Blake GriffinDTDDetPF,@Bos,L 105-108,34,15,3,0,1,24,0.18,97.2,-1.3,6,15,2018-10-30
UTIL,DeAndre JordanNYC,,,,,,,,,-4.50,86.6,-3.8,6,15,2018-10-30
UTIL,"Andrew WigginsMinSF, SG",,,,,,,,,5.65,92.1,+1.6,6,15,2018-10-30
UTIL,"Nicolas BatumChaSG, SF",Mia,W 125-113,32,7,1,1,1,20,-2.03,64.4,+0.4,6,15,2018-10-30
Bench,"Jrue HolidayONOPG, SG",,,,,,,,,,75.9,-1.0,6,15,2018-10-30
Bench,"Julius RandleNOPF, C",,,,,,,,,1.38,95.3,-3.6,6,15,2018-10-30
Bench,"Tobias HarrisPhiPF, SF",@Tor,L 112-129,32,6,2,0,0,15,2.47,97.4,-2.0,6,15,2018-10-30
