pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",@Min,W 103-101,37,12,10,1,0,7,10.34,99.9,0.0,1,37,2018-11-21
G,Ricky RubioOUtahPG,Sac,L 110-119,30,3,7,1,1,13,-0.97,80.4,-4.9,1,37,2018-11-21
G,Eric BledsoeMilPG,Por,W 143-100,24,6,5,0,0,16,3.63,96.5,0.0,1,37,2018-11-21
G,"Gordon HaywardBosSF, SG",NY,L 109-117,32,7,3,2,0,19,1.91,84.4,-1.1,1,37,2018-11-21
F,"Giannis AntetokounmpoMilPF, SF",Por,W 143-100,30,16,9,3,0,33,4.84,99.8,-0.1,1,37,2018-11-21
F,Nikola MiroticOMilPF,Por,W 143-100,29,13,0,1,1,13,-5.20,57.3,-1.0,1,37,2018-11-21
F,"Wendell Carter Jr.OChiPF, C",Phx,W 124-116,22,5,2,1,0,14,-5.20,48.4,+1.0,1,37,2018-11-21
UTIL,"Serge IbakaOKCPF, C",@GS,W 123-95,21,9,1,0,0,19,3.34,85.3,-3.2,1,37,2018-11-21
UTIL,JaVale McGeeLALC,@Cle,W 109-105,25,5,2,0,3,12,7.27,70.8,-6.5,1,37,2018-11-21
UTIL,De'Aaron FoxSacPG,@Utah,W 119-110,37,6,13,0,0,17,8.07,97.3,-1.0,1,37,2018-11-21
Bench,John WallOWshPG,,,,,,,,,,55.3,+2.2,1,37,2018-11-21
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,37,2018-11-21
Bench,John CollinsAtlPF,Tor,L 108-124,27,6,4,0,0,6,3.81,95.9,-1.3,1,37,2018-11-21
C,Andre DrummondDetC,@Hou,L 124-126,28,11,1,0,1,20,18.90,99.7,0.0,2,37,2018-11-21
G,"Devin BookerOPhxSG, PG",@Chi,L 116-124,34,2,6,3,0,23,1.12,84.7,-14.3,2,37,2018-11-21
G,Klay ThompsonGSSG,OKC,L 95-123,31,4,3,1,0,27,1.34,97.9,-1.5,2,37,2018-11-21
G,"Luka DoncicDalSG, PF",Bkn,W 119-113,34,9,4,2,0,21,0.92,98.5,-0.2,2,37,2018-11-21
F,"Kevin DurantGSSF, PF",OKC,L 95-123,35,14,3,0,3,27,7.33,99.9,0.0,2,37,2018-11-21
F,Paul GeorgeDTDOKCSF,@GS,W 123-95,35,9,5,2,0,25,8.72,99.8,-0.1,2,37,2018-11-21
F,Robert CovingtonOMinSF,Den,L 101-103,37,4,0,2,0,16,,25.4,-1.4,2,37,2018-11-21
UTIL,Kemba WalkerChaPG,Ind,W 127-109,27,2,11,1,0,16,7.08,99.9,0.0,2,37,2018-11-21
UTIL,Deandre AytonOPhxC,@Chi,L 116-124,33,12,5,1,1,18,-2.35,84.9,-7.1,2,37,2018-11-21
UTIL,Myles TurnerIndC,@Cha,L 109-127,30,7,0,0,4,10,6.53,88.1,-3.3,2,37,2018-11-21
Bench,Stephen CurryGSPG,OKC,L 95-123,,,,,,,8.07,99.8,-0.1,2,37,2018-11-21
Bench,Dwight HowardOWshC,,,,,,,,,,54.1,+1.2,2,37,2018-11-21
Bench,Gary HarrisDenSG,@Min,W 103-101,36,4,2,2,0,17,2.16,55.4,-0.6,2,37,2018-11-21
C,Karl-Anthony TownsMinC,Den,L 101-103,28,7,2,0,0,22,5.61,99.8,-0.1,3,37,2018-11-21
G,Russell WestbrookOKCPG,@GS,W 123-95,33,11,13,2,1,11,15.16,99.9,0.0,3,37,2018-11-21
G,Chris PaulHouPG,Det,W 126-124,35,2,7,1,0,20,7.78,97.8,-1.2,3,37,2018-11-21
G,Mike ConleyOMemPG,@SA,W 104-103,35,4,9,1,1,30,-2.26,87.3,-9.2,3,37,2018-11-21
F,"LaMarcus AldridgeSAPF, C",Mem,L 103-104,41,11,4,0,1,19,6.85,99.7,-0.1,3,37,2018-11-21
F,"Khris MiddletonMilSF, SG",Por,W 143-100,24,7,4,2,0,21,1.81,98.9,+0.5,3,37,2018-11-21
F,"Draymond GreenDTDGSPF, C",OKC,L 95-123,,,,,,,10.19,95.3,-1.2,3,37,2018-11-21
UTIL,Rudy GobertDTDUtahC,Sac,L 110-119,35,15,1,1,2,13,11.36,97.7,-1.2,3,37,2018-11-21
UTIL,Zach LaVineOChiSG,Phx,W 124-116,37,1,6,1,0,29,,80.6,-4.6,3,37,2018-11-21
UTIL,Lonzo BallOLALPG,@Cle,W 109-105,36,7,6,1,0,15,,63.0,+0.7,3,37,2018-11-21
Bench,Bradley BealWshSG,,,,,,,,,4.70,98.1,-1.7,3,37,2018-11-21
Bench,"Kyle KuzmaOLALPF, SF",@Cle,W 109-105,29,5,0,0,2,12,-3.39,84.4,-7.3,3,37,2018-11-21
Bench,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,37,2018-11-21
C,Joel EmbiidDTDPhiC,NO,W 121-120,32,19,2,0,2,31,3.83,99.7,0.0,4,37,2018-11-21
G,"James HardenHouSG, PG",Det,W 126-124,36,7,9,4,0,43,9.59,99.8,-0.1,4,37,2018-11-21
G,Victor OladipoOIndSG,@Cha,L 109-127,,,,,,,,53.3,+2.0,4,37,2018-11-21
G,Kyle LowryTorPG,@Atl,W 124-108,32,12,17,0,0,21,4.23,97.1,-1.6,4,37,2018-11-21
F,"DeMar DeRozanSASG, SF",Mem,L 103-104,37,5,5,1,0,24,5.87,99.7,-0.1,4,37,2018-11-21
F,"Jayson TatumBosSF, PF",NY,L 109-117,29,8,0,0,0,15,1.38,93.8,-4.2,4,37,2018-11-21
F,Paul MillsapDenPF,@Min,W 103-101,28,5,0,5,1,25,2.58,88.4,-2.0,4,37,2018-11-21
UTIL,Steven AdamsOKCC,@GS,W 123-95,33,11,2,2,0,20,6.44,95.7,+0.3,4,37,2018-11-21
UTIL,Jusuf NurkicOPorC,@Mil,L 100-143,22,6,0,0,1,16,,65.9,-1.1,4,37,2018-11-21
UTIL,Jeff TeagueOMinPG,Den,L 101-103,29,2,8,2,0,7,,56.1,-0.5,4,37,2018-11-21
Bench,Jarrett AllenBknC,@Dal,L 113-119,26,6,1,1,1,6,2.16,81.5,+1.5,4,37,2018-11-21
Bench,"Josh RichardsonOMiaSF, SG",,,,,,,,,-4.30,65.7,-4.6,4,37,2018-11-21
Bench,"Derrick RoseOMinPG, SG",Den,L 101-103,29,4,4,1,0,20,,49.3,-1.7,4,37,2018-11-21
C,Al HorfordDTDBosC,NY,L 109-117,35,7,5,1,3,19,3.25,89.6,-3.4,5,37,2018-11-21
G,Damian LillardPorPG,@Mil,L 100-143,31,4,5,0,2,22,7.24,99.8,-0.1,5,37,2018-11-21
G,Kyrie IrvingBosPG,NY,L 109-117,37,6,13,3,1,22,2.31,96.0,-3.5,5,37,2018-11-21
G,Trae YoungAtlPG,Tor,L 108-124,22,1,5,1,0,6,6.33,97.0,-0.6,5,37,2018-11-21
F,"Anthony DavisONOPF, C",@Phi,L 120-121,41,16,6,5,5,12,-5.20,91.0,-6.3,5,37,2018-11-21
F,Kawhi LeonardSASF,Mem,L 103-104,,,,,,,1.20,98.8,-0.6,5,37,2018-11-21
F,"Domantas SabonisIndPF, C",@Cha,L 109-127,19,6,2,0,0,15,3.36,91.8,-1.5,5,37,2018-11-21
UTIL,"Donovan MitchellDTDUtahSG, PG",Sac,L 110-119,32,2,3,0,1,35,6.01,98.5,-0.5,5,37,2018-11-21
UTIL,Clint CapelaDTDHouC,Det,W 126-124,37,15,0,0,4,27,7.18,96.8,-2.1,5,37,2018-11-21
UTIL,Marc GasolTorC,@Atl,W 124-108,35,10,2,2,0,20,3.00,94.0,-1.5,5,37,2018-11-21
Bench,Hassan WhitesideMiaC,,,,,,,,,4.61,91.6,+1.7,5,37,2018-11-21
Bench,Goran DragicMiaPG,,,,,,,,,7.23,76.8,+2.4,5,37,2018-11-21
Bench,Lou WilliamsLACSG,,,,,,,,,2.44,95.9,-0.9,5,37,2018-11-21
C,Enes KanterPorC,@Mil,L 100-143,23,10,1,0,0,10,6.60,92.0,+2.7,6,37,2018-11-21
G,"Jimmy ButlerPhiSG, SF",NO,W 121-120,35,6,3,3,1,13,-0.19,97.7,-1.7,6,37,2018-11-21
G,CJ McCollumPorSG,@Mil,L 100-143,33,1,1,2,0,22,-3.19,89.1,+4.0,6,37,2018-11-21
G,"Jamal MurrayDenPG, SG",@Min,W 103-101,39,3,4,1,2,18,7.01,95.6,-0.1,6,37,2018-11-21
F,"LeBron JamesOLALSF, PF",@Cle,W 109-105,36,14,7,0,1,32,-3.82,85.5,-2.8,6,37,2018-11-21
F,"Ben SimmonsDTDPhiPG, SF",NO,W 121-120,35,8,7,1,2,22,8.18,98.4,-1.4,6,37,2018-11-21
F,Blake GriffinDTDDetPF,@Hou,L 124-126,38,11,4,0,0,37,0.18,97.2,-1.3,6,37,2018-11-21
UTIL,DeAndre JordanNYC,@Bos,W 117-109,29,14,3,2,0,12,-4.50,86.6,-3.8,6,37,2018-11-21
UTIL,"Andrew WigginsMinSF, SG",Den,L 101-103,30,5,2,0,0,13,5.65,92.1,+1.6,6,37,2018-11-21
UTIL,"Nicolas BatumChaSG, SF",Ind,W 127-109,23,2,3,0,0,11,-2.03,64.4,+0.4,6,37,2018-11-21
Bench,"Jrue HolidayONOPG, SG",@Phi,L 120-121,41,4,10,2,1,30,,75.9,-1.0,6,37,2018-11-21
Bench,"Julius RandleNOPF, C",@Phi,L 120-121,28,10,3,0,1,22,1.38,95.3,-3.6,6,37,2018-11-21
Bench,"Tobias HarrisPhiPF, SF",NO,W 121-120,,,,,,,2.47,97.4,-2.0,6,37,2018-11-21
