pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",,,,,,,,,10.34,99.9,0.0,1,28,2018-11-12
G,John WallOWshPG,Orl,W 117-109,33,4,10,1,1,25,,55.3,+2.2,1,28,2018-11-12
G,Ricky RubioOUtahPG,@Mem,W 96-88,24,4,2,1,0,7,-0.97,80.4,-4.9,1,28,2018-11-12
G,Eric BledsoeMilPG,,,,,,,,,3.63,96.5,0.0,1,28,2018-11-12
F,"Draymond GreenDTDGSPF, C",@LAC,L 116-121,43,14,2,3,0,6,10.19,95.3,-1.2,1,28,2018-11-12
F,Nikola MiroticOMilPF,,,,,,,,,-5.20,57.3,-1.0,1,28,2018-11-12
F,"Wendell Carter Jr.OChiPF, C",Dal,L 98-103,27,10,1,1,2,7,-5.20,48.4,+1.0,1,28,2018-11-12
UTIL,Nikola VucevicOrlC,@Wsh,L 109-117,32,11,3,1,0,17,4.36,97.8,-1.4,1,28,2018-11-12
UTIL,"Serge IbakaOKCPF, C",Phx,W 118-101,27,14,2,0,0,19,3.34,85.3,-3.2,1,28,2018-11-12
UTIL,JaVale McGeeLALC,,,,,,,,,7.27,70.8,-6.5,1,28,2018-11-12
Bench,"Giannis AntetokounmpoMilPF, SF",,,,,,,,,4.84,99.8,-0.1,1,28,2018-11-12
Bench,Lonzo BallOLALPG,,,,,,,,,,63.0,+0.7,1,28,2018-11-12
Bench,John CollinsAtlPF,,,,,,,,,3.81,95.9,-1.3,1,28,2018-11-12
C,Deandre AytonOPhxC,@OKC,L 101-118,35,7,2,0,1,14,-2.35,84.9,-7.1,2,28,2018-11-12
G,"Devin BookerOPhxSG, PG",@OKC,L 101-118,37,4,6,0,0,19,1.12,84.7,-14.3,2,28,2018-11-12
G,Klay ThompsonGSSG,@LAC,L 116-121,45,3,2,2,1,31,1.34,97.9,-1.5,2,28,2018-11-12
G,"Luka DoncicDalSG, PF",@Chi,W 103-98,32,6,3,1,0,11,0.92,98.5,-0.2,2,28,2018-11-12
F,"Kevin DurantGSSF, PF",@LAC,L 116-121,39,11,10,1,2,33,7.33,99.9,0.0,2,28,2018-11-12
F,Paul GeorgeDTDOKCSF,Phx,W 118-101,36,8,6,0,0,32,8.72,99.8,-0.1,2,28,2018-11-12
F,Empty,,,,,,,,,,,,2,28,2018-11-12
UTIL,Andre DrummondDetC,,,,,,,,,18.90,99.7,0.0,2,28,2018-11-12
UTIL,Dwight HowardOOrlC,@Wsh,L 109-117,29,8,0,2,1,17,,54.1,+1.2,2,28,2018-11-12
UTIL,Myles TurnerIndC,,,,,,,,,6.53,88.1,-3.3,2,28,2018-11-12
Bench,Stephen CurryGSPG,@LAC,L 116-121,,,,,,,8.07,99.8,-0.1,2,28,2018-11-12
Bench,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,28,2018-11-12
Bench,Gary HarrisDenSG,,,,,,,,,2.16,55.4,-0.6,2,28,2018-11-12
Bench,Robert CovingtonOMinSF,Bkn,W 120-113,,,,,,,,25.4,-1.4,2,28,2018-11-12
C,Karl-Anthony TownsMinC,Bkn,W 120-113,37,21,3,1,2,25,5.61,99.8,-0.1,3,28,2018-11-12
G,Bradley BealWshSG,Orl,W 117-109,37,8,4,2,1,21,4.70,98.1,-1.7,3,28,2018-11-12
G,Mike ConleyOMemPG,Utah,L 88-96,36,4,3,0,0,24,-2.26,87.3,-9.2,3,28,2018-11-12
G,De'Aaron FoxSacPG,SA,W 104-99,31,3,7,2,1,19,8.07,97.3,-1.0,3,28,2018-11-12
F,"LaMarcus AldridgeSAPF, C",@Sac,L 99-104,34,18,0,0,3,14,6.85,99.7,-0.1,3,28,2018-11-12
F,"Khris MiddletonMilSF, SG",,,,,,,,,1.81,98.9,+0.5,3,28,2018-11-12
F,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,3,28,2018-11-12
UTIL,Rudy GobertDTDUtahC,@Mem,W 96-88,32,16,2,0,3,15,11.36,97.7,-1.2,3,28,2018-11-12
UTIL,Zach LaVineOChiSG,Dal,L 98-103,41,5,5,4,0,26,,80.6,-4.6,3,28,2018-11-12
UTIL,Aaron GordonOrlPF,@Wsh,L 109-117,33,10,3,2,2,18,5.90,95.8,+0.1,3,28,2018-11-12
Bench,Russell WestbrookOKCPG,Phx,W 118-101,,,,,,,15.16,99.9,0.0,3,28,2018-11-12
Bench,Chris PaulHouPG,,,,,,,,,7.78,97.8,-1.2,3,28,2018-11-12
Bench,"Gordon HaywardBosSF, SG",,,,,,,,,1.91,84.4,-1.1,3,28,2018-11-12
C,Joel EmbiidDTDPhiC,@Mia,W 124-114,36,18,3,0,0,35,3.83,99.7,0.0,4,28,2018-11-12
G,"James HardenHouSG, PG",,,,,,,,,9.59,99.8,-0.1,4,28,2018-11-12
G,Victor OladipoOIndSG,,,,,,,,,,53.3,+2.0,4,28,2018-11-12
G,Kyle LowryTorPG,NO,L 110-126,33,2,11,0,0,4,4.23,97.1,-1.6,4,28,2018-11-12
F,"DeMar DeRozanSASG, SF",@Sac,L 99-104,37,2,8,0,0,23,5.87,99.7,-0.1,4,28,2018-11-12
F,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,28,2018-11-12
F,"Caris LeVertBknSF, SG",@Min,L 113-120,17,5,4,0,0,10,3.12,39.7,+3.6,4,28,2018-11-12
UTIL,Steven AdamsOKCC,Phx,W 118-101,33,7,1,4,2,18,6.44,95.7,+0.3,4,28,2018-11-12
UTIL,Jarrett AllenBknC,@Min,L 113-120,,,,,,,2.16,81.5,+1.5,4,28,2018-11-12
