pos,player_team_status_pos,opp,result,MIN,REB,AST,STL,BLK,PTS,PR15,%ROST,+/-,team_id,scoring_period,date
C,"Nikola JokicDenC, PF",@Det,L 103-129,26,3,4,3,0,16,10.34,99.9,0.0,1,112,2019-02-04
G,Eric BledsoeMilPG,@Bkn,W 113-94,27,3,5,5,1,15,3.63,96.5,0.0,1,112,2019-02-04
G,De'Aaron FoxSacPG,SA,W 127-112,31,6,6,1,1,20,8.07,97.3,-1.0,1,112,2019-02-04
G,"D'Angelo RussellBknPG, SG",Mil,L 94-113,29,1,5,1,0,18,6.30,98.6,+0.2,1,112,2019-02-04
F,"Giannis AntetokounmpoMilPF, SF",@Bkn,W 113-94,32,15,9,0,3,30,4.84,99.8,-0.1,1,112,2019-02-04
F,Kelly Oubre Jr.OPhxSF,Hou,L 110-118,36,3,2,3,1,23,,18.0,-2.7,1,112,2019-02-04
F,PJ TuckerHouSF,@Phx,W 118-110,34,8,3,1,0,5,0.81,6.4,-1.6,1,112,2019-02-04
UTIL,DeMarcus CousinsGSC,,,,,,,,,8.77,90.4,-3.7,1,112,2019-02-04
UTIL,Darren CollisonIndPG,@NO,W 109-107,35,4,6,1,0,22,0.46,57.0,-2.8,1,112,2019-02-04
UTIL,"Kenneth FariedHouPF, C",@Phx,W 118-110,34,14,1,0,1,17,-1.76,12.5,-1.7,1,112,2019-02-04
Bench,Nikola VucevicOrlC,,,,,,,,,4.36,97.8,-1.4,1,112,2019-02-04
Bench,Kris DunnOChiPG,,,,,,,,,-5.20,50.8,-1.1,1,112,2019-02-04
Bench,"Jerami GrantOKCSF, PF",,,,,,,,,4.03,71.8,+1.9,1,112,2019-02-04
C,Andre DrummondDetC,Den,W 129-103,26,12,3,0,3,27,18.90,99.7,0.0,2,112,2019-02-04
G,Kemba WalkerChaPG,,,,,,,,,7.08,99.9,0.0,2,112,2019-02-04
G,"Devin BookerOPhxSG, PG",Hou,L 110-118,33,7,5,0,0,19,1.12,84.7,-14.3,2,112,2019-02-04
G,Monte MorrisDenPG,@Det,L 103-129,34,2,3,0,0,18,2.10,6.5,-0.7,2,112,2019-02-04
F,Paul GeorgeDTDOKCSF,,,,,,,,,8.72,99.8,-0.1,2,112,2019-02-04
F,"Luka DoncicDalSG, PF",,,,,,,,,0.92,98.5,-0.2,2,112,2019-02-04
F,"Thaddeus YoungIndPF, SF",@NO,W 109-107,35,5,4,0,0,14,2.59,69.4,-3.6,2,112,2019-02-04
UTIL,Stephen CurryGSPG,,,,,,,,,8.07,99.8,-0.1,2,112,2019-02-04
UTIL,Myles TurnerIndC,@NO,W 109-107,32,9,1,2,3,15,6.53,88.1,-3.3,2,112,2019-02-04
UTIL,Jahlil OkaforNOC,Ind,L 107-109,33,13,1,1,1,25,2.22,5.9,-0.3,2,112,2019-02-04
Bench,"Kevin DurantGSSF, PF",,,,,,,,,7.33,99.9,0.0,2,112,2019-02-04
Bench,Lauri MarkkanenChiPF,,,,,,,,,,69.4,-1.4,2,112,2019-02-04
Bench,Al HorfordDTDBosC,,,,,,,,,3.25,89.6,-3.4,2,112,2019-02-04
C,Rudy GobertDTDUtahC,,,,,,,,,11.36,97.7,-1.2,3,112,2019-02-04
G,Chris PaulHouPG,@Phx,W 118-110,33,5,4,5,0,18,7.78,97.8,-1.2,3,112,2019-02-04
G,Bradley BealWshSG,Atl,L 129-137,36,6,6,0,0,27,4.70,98.1,-1.7,3,112,2019-02-04
G,Buddy HieldSacSG,SA,W 127-112,35,8,5,0,0,18,4.12,95.9,-0.5,3,112,2019-02-04
F,"LaMarcus AldridgeSAPF, C",@Sac,L 112-127,33,9,1,1,1,22,6.85,99.7,-0.1,3,112,2019-02-04
F,Aaron GordonOrlPF,,,,,,,,,5.90,95.8,+0.1,3,112,2019-02-04
F,"Draymond GreenDTDGSPF, C",,,,,,,,,10.19,95.3,-1.2,3,112,2019-02-04
UTIL,Karl-Anthony TownsMinC,,,,,,,,,5.61,99.8,-0.1,3,112,2019-02-04
UTIL,"Khris MiddletonMilSF, SG",@Bkn,W 113-94,25,8,4,0,1,12,1.81,98.9,+0.5,3,112,2019-02-04
UTIL,Brook LopezMilC,@Bkn,W 113-94,22,5,2,1,1,8,4.02,64.2,-4.3,3,112,2019-02-04
Bench,Russell WestbrookOKCPG,,,,,,,,,15.16,99.9,0.0,3,112,2019-02-04
Bench,Mike ConleyOMemPG,,,,,,,,,-2.26,87.3,-9.2,3,112,2019-02-04
Bench,"Josh RichardsonOMiaSF, SG",,,,,,,,,-4.30,65.7,-4.6,3,112,2019-02-04
C,Steven AdamsOKCC,,,,,,,,,6.44,95.7,+0.3,4,112,2019-02-04
G,"James HardenHouSG, PG",@Phx,W 118-110,38,8,6,3,1,44,9.59,99.8,-0.1,4,112,2019-02-04
G,Kyle LowryTorPG,,,,,,,,,4.23,97.1,-1.6,4,112,2019-02-04
G,Lou WilliamsLACSG,,,,,,,,,2.44,95.9,-0.9,4,112,2019-02-04
F,"DeMar DeRozanSASG, SF",@Sac,L 112-127,33,4,4,1,1,24,5.87,99.7,-0.1,4,112,2019-02-04
F,"Jayson TatumBosSF, PF",,,,,,,,,1.38,93.8,-4.2,4,112,2019-02-04
F,"Domantas SabonisIndPF, C",@NO,W 109-107,23,13,1,0,0,16,3.36,91.8,-1.5,4,112,2019-02-04
UTIL,Joel EmbiidDTDPhiC,,,,,,,,,3.83,99.7,0.0,4,112,2019-02-04
UTIL,Jarrett AllenBknC,Mil,L 94-113,24,11,1,0,4,8,2.16,81.5,+1.5,4,112,2019-02-04
UTIL,Rajon RondoLALPG,,,,,,,,,6.19,45.0,-13.6,4,112,2019-02-04
Bench,Jusuf NurkicOPorC,,,,,,,,,,65.9,-1.1,4,112,2019-02-04
Bench,"Justise WinslowMiaSF, PG",,,,,,,,,1.09,24.4,+2.4,4,112,2019-02-04
Bench,"Brandon IngramOLALSF, SG",,,,,,,,,,65.5,+0.7,4,112,2019-02-04
C,Hassan WhitesideMiaC,,,,,,,,,4.61,91.6,+1.7,5,112,2019-02-04
G,"Donovan MitchellDTDUtahSG, PG",,,,,,,,,6.01,98.5,-0.5,5,112,2019-02-04
G,Trae YoungAtlPG,@Wsh,W 137-129,27,4,10,0,0,10,6.33,97.0,-0.6,5,112,2019-02-04
G,Zach LaVineOChiSG,,,,,,,,,,80.6,-4.6,5,112,2019-02-04
F,Kawhi LeonardTorSF,,,,,,,,,1.20,98.8,-0.6,5,112,2019-02-04
F,"Kyle KuzmaOLALPF, SF",,,,,,,,,-3.39,84.4,-7.3,5,112,2019-02-04
F,John CollinsAtlPF,@Wsh,W 137-129,17,11,2,0,0,15,3.81,95.9,-1.3,5,112,2019-02-04
UTIL,"Anthony DavisONOPF, C",Ind,L 107-109,,,,,,,-5.20,91.0,-6.3,5,112,2019-02-04
UTIL,Kyrie IrvingBosPG,,,,,,,,,2.31,96.0,-3.5,5,112,2019-02-04
UTIL,Willie Cauley-SteinSacC,SA,W 127-112,28,4,1,1,0,9,2.06,87.7,-1.8,5,112,2019-02-04
Bench,Damian LillardPorPG,,,,,,,,,7.24,99.8,-0.1,5,112,2019-02-04
Bench,Marc GasolTorC,,,,,,,,,3.00,94.0,-1.5,5,112,2019-02-04
Bench,"Kevin LoveClePF, C",,,,,,,,,-3.61,82.2,-9.3,5,112,2019-02-04
C,Enes KanterPorC,,,,,,,,,6.60,92.0,+2.7,6,112,2019-02-04
G,"Jimmy ButlerPhiSG, SF",,,,,,,,,-0.19,97.7,-1.7,6,112,2019-02-04
G,CJ McCollumPorSG,,,,,,,,,-3.19,89.1,+4.0,6,112,2019-02-04
G,"Jamal MurrayDenPG, SG",@Det,L 103-129,,,,,,,7.01,95.6,-0.1,6,112,2019-02-04
F,"LeBron JamesOLALSF, PF",,,,,,,,,-3.82,85.5,-2.8,6,112,2019-02-04
F,"Ben SimmonsDTDPhiPG, SF",,,,,,,,,8.18,98.4,-1.4,6,112,2019-02-04
F,Blake GriffinDTDDetPF,Den,W 129-103,23,7,4,0,1,17,0.18,97.2,-1.3,6,112,2019-02-04
UTIL,DeAndre JordanNYC,,,,,,,,,-4.50,86.6,-3.8,6,112,2019-02-04
UTIL,"Andrew WigginsMinSF, SG",,,,,,,,,5.65,92.1,+1.6,6,112,2019-02-04
UTIL,"Nicolas BatumChaSG, SF",,,,,,,,,-2.03,64.4,+0.4,6,112,2019-02-04
Bench,"Jrue HolidayONOPG, SG",Ind,L 107-109,39,12,9,1,1,19,,75.9,-1.0,6,112,2019-02-04
Bench,"Julius RandleNOPF, C",Ind,L 107-109,,,,,,,1.38,95.3,-3.6,6,112,2019-02-04
Bench,"Tobias HarrisPhiPF, SF",,,,,,,,,2.47,97.4,-2.0,6,112,2019-02-04
